Année,Produits de base,Offre et utilisation,VALEUR
1960,Farine de blé,Total des ressources,1934.34
1960,Farine de blé,Stocks au début,87.07
1960,Farine de blé,Production,1847.19
1960,Farine de blé,Importations,0.08
1960,Farine de blé,Total utilisations,1842.27
1960,Farine de blé,Disparition intérieure exprimée,1060.01
1960,Farine de blé,Exportations,715.56
1960,Farine de blé,Utilisation industrielle,45.07
1960,Farine de blé,Pertes,21.63
1960,Farine de blé,Stocks à la fin,92.07
1960,Farine de seigle,Total des ressources,8.6
1960,Farine de seigle,Stocks au début,0.38
1960,Farine de seigle,Production,7.88
1960,Farine de seigle,Importations,0.34
1960,Farine de seigle,Total utilisations,8.36
1960,Farine de seigle,Disparition intérieure exprimée,8.19
1960,Farine de seigle,Pertes,0.17
1960,Farine de seigle,Stocks à la fin,0.24
1960,Farine d'avoine et avoine roulée,Total des ressources,44.07
1960,Farine d'avoine et avoine roulée,Stocks au début,1.69
1960,Farine d'avoine et avoine roulée,Production,42.38
1960,Farine d'avoine et avoine roulée,Total utilisations,42.52
1960,Farine d'avoine et avoine roulée,Disparition intérieure exprimée,38.43
1960,Farine d'avoine et avoine roulée,Exportations,3.31
1960,Farine d'avoine et avoine roulée,Pertes,0.78
1960,Farine d'avoine et avoine roulée,Stocks à la fin,1.55
1960,Orge mondé et orge perlé,Total des ressources,1.67
1960,Orge mondé et orge perlé,Stocks au début,0.11
1960,Orge mondé et orge perlé,Production,1.56
1960,Orge mondé et orge perlé,Total utilisations,1.6
1960,Orge mondé et orge perlé,Disparition intérieure exprimée,1.57
1960,Orge mondé et orge perlé,Exportations,0.01
1960,Orge mondé et orge perlé,Pertes,0.02
1960,Orge mondé et orge perlé,Stocks à la fin,0.07
1960,Farine et semoule de maïs,Total des ressources,16.41
1960,Farine et semoule de maïs,Stocks au début,0.25
1960,Farine et semoule de maïs,Production,9
1960,Farine et semoule de maïs,Importations,7.16
1960,Farine et semoule de maïs,Total utilisations,16.13
1960,Farine et semoule de maïs,Disparition intérieure exprimée,13.35
1960,Farine et semoule de maïs,Exportations,2.51
1960,Farine et semoule de maïs,Pertes,0.27
1960,Farine et semoule de maïs,Stocks à la fin,0.28
1960,Riz,Total des ressources,37.81
1960,Riz,Importations,37.81
1960,Riz,Total utilisations,37.81
1960,Riz,Disparition intérieure exprimée,35.9
1960,Riz,Exportations,1.53
1960,Riz,Pertes,0.38
1960,Céréales pour le déjeuner,Total des ressources,54.7
1960,Céréales pour le déjeuner,Production,54.7
1960,Céréales pour le déjeuner,Total utilisations,54.7
1960,Céréales pour le déjeuner,Disparition intérieure exprimée,54.7
1960,Sucre raffiné,Total des ressources,960.35
1960,Sucre raffiné,Stocks au début,156.14
1960,Sucre raffiné,Production,803.94
1960,Sucre raffiné,Importations,0.27
1960,Sucre raffiné,Total utilisations,774.4
1960,Sucre raffiné,Disparition intérieure exprimée,764.14
1960,Sucre raffiné,Exportations,3.46
1960,Sucre raffiné,Utilisation industrielle,6.8
1960,Sucre raffiné,Stocks à la fin,185.95
1960,Sucre d'érable,Total des ressources,11.59
1960,Sucre d'érable,Production,11.59
1960,Sucre d'érable,Total utilisations,11.59
1960,Sucre d'érable,Disparition intérieure exprimée,5.36
1960,Sucre d'érable,Exportations,6.23
1960,Miel,Total des ressources,21.92
1960,Miel,Stocks au début,6.09
1960,Miel,Production,14.62
1960,Miel,Importations,1.21
1960,Miel,Total utilisations,15.56
1960,Miel,Disparition intérieure exprimée,14.35
1960,Miel,Exportations,1.21
1960,Miel,Stocks à la fin,6.36
1960,Haricots secs,Total des ressources,30.99
1960,Haricots secs,Production,27.05
1960,Haricots secs,Importations,3.94
1960,Haricots secs,Total utilisations,30.99
1960,Haricots secs,Disparition intérieure exprimée,12.56
1960,Haricots secs,Exportations,1.52
1960,Haricots secs,Utilisation industrielle,16.37
1960,Haricots secs,Pertes,0.54
1960,Fèves au lard et en conserve,Total des ressources,51.66
1960,Fèves au lard et en conserve,Production,49.83
1960,Fèves au lard et en conserve,Importations,1.83
1960,Fèves au lard et en conserve,Total utilisations,51.66
1960,Fèves au lard et en conserve,Disparition intérieure exprimée,51.66
1960,Pois secs,Total des ressources,35.03
1960,Pois secs,Production,30.45
1960,Pois secs,Importations,4.58
1960,Pois secs,Total utilisations,21.52
1960,Pois secs,Disparition intérieure exprimée,13.51
1960,Pois secs,Exportations,6.53
1960,Pois secs,Utilisation industrielle,14.38
1960,Pois secs,Pertes,0.61
1960,Arachides,Total des ressources,36.56
1960,Arachides,Importations,36.56
1960,Arachides,Total utilisations,36.56
1960,Arachides,Disparition intérieure exprimée,36.56
1960,Noix,Total des ressources,10.15
1960,Noix,Importations,10.15
1960,Noix,Total utilisations,10.15
1960,Noix,Disparition intérieure exprimée,10
1960,Noix,Exportations,0.15
1960,Thé,Total des ressources,19.86
1960,Thé,Importations,19.86
1960,Thé,Total utilisations,19.86
1960,Thé,Disparition intérieure exprimée,19.46
1960,Thé,Exportations,0.4
1960,Café,Total des ressources,67.98
1960,Café,Importations,67.98
1960,Café,Total utilisations,67.98
1960,Café,Disparition intérieure exprimée,67.88
1960,Café,Exportations,0.1
1960,Cacao,Total des ressources,27.79
1960,Cacao,Stocks au début,2.28
1960,Cacao,Importations,25.51
1960,Cacao,Total utilisations,23.21
1960,Cacao,Disparition intérieure exprimée,23.21
1960,Cacao,Stocks à la fin,4.58
1960,"Ale, bière, stout et porter",Total utilisations,
1960,"Ale, bière, stout et porter",Disparition intérieure exprimée,1070.44
1960,Spiritueux,Total utilisations,
1960,Spiritueux,Disparition intérieure exprimée,67.04
1960,Vins,Total utilisations,
1960,Vins,Disparition intérieure exprimée,37.74
1960,Boissons gazeuses,Total utilisations,
1960,Fromage cheddar,Total des ressources,73.89
1960,Fromage cheddar,Stocks au début,23.83
1960,Fromage cheddar,Production,50.06
1960,Fromage cheddar,Total utilisations,48.59
1960,Fromage cheddar,Disparition intérieure exprimée,22.94
1960,Fromage cheddar,Exportations,8.42
1960,Fromage cheddar,Utilisation industrielle,17.23
1960,Fromage cheddar,Stocks à la fin,25.3
1960,Fromage fondu,Total des ressources,26.89
1960,Fromage fondu,Stocks au début,1.62
1960,Fromage fondu,Production,25.27
1960,Fromage fondu,Total utilisations,25.11
1960,Fromage fondu,Disparition intérieure exprimée,25.03
1960,Fromage fondu,Exportations,0.08
1960,Fromage fondu,Stocks à la fin,1.78
1960,Fromages de spécialité,Total des ressources,13.04
1960,Fromages de spécialité,Stocks au début,1.46
1960,Fromages de spécialité,Production,5.61
1960,Fromages de spécialité,Importations,5.97
1960,Fromages de spécialité,Total utilisations,11.06
1960,Fromages de spécialité,Disparition intérieure exprimée,10.33
1960,Fromages de spécialité,Exportations,0.02
1960,Fromages de spécialité,Utilisation industrielle,0.71
1960,Fromages de spécialité,Stocks à la fin,1.98
1960,Fromage cottage,Total des ressources,10.13
1960,Fromage cottage,Production,10.13
1960,Fromage cottage,Total utilisations,10.13
1960,Fromage cottage,Disparition intérieure exprimée,10.13
1960,Poudre de lait écrémé,Total des ressources,87.95
1960,Poudre de lait écrémé,Stocks au début,9.95
1960,Poudre de lait écrémé,Production,78
1960,Poudre de lait écrémé,Total utilisations,77.42
1960,Poudre de lait écrémé,Disparition intérieure exprimée,55.65
1960,Poudre de lait écrémé,Exportations,21.77
1960,Poudre de lait écrémé,Stocks à la fin,10.53
1960,Poudre de babeurre,Total des ressources,4.02
1960,Poudre de babeurre,Stocks au début,0.31
1960,Poudre de babeurre,Production,3.71
1960,Poudre de babeurre,Total utilisations,3.51
1960,Poudre de babeurre,Disparition intérieure exprimée,3.51
1960,Poudre de babeurre,Stocks à la fin,0.51
1960,Poudre de lactosérum,Total des ressources,7.14
1960,Poudre de lactosérum,Stocks au début,2.13
1960,Poudre de lactosérum,Production,5.01
1960,Poudre de lactosérum,Total utilisations,5.49
1960,Poudre de lactosérum,Disparition intérieure exprimée,5.49
1960,Poudre de lactosérum,Stocks à la fin,1.65
1960,Autres produits de lait entier,Total utilisations,
1960,Lait entier concentré,Total des ressources,153.7
1960,Lait entier concentré,Stocks au début,18.96
1960,Lait entier concentré,Production,134.74
1960,Lait entier concentré,Total utilisations,134.38
1960,Lait entier concentré,Disparition intérieure exprimée,132.99
1960,Lait entier concentré,Exportations,1.39
1960,Lait entier concentré,Stocks à la fin,19.32
1960,Lait entier condensé,Total des ressources,6.44
1960,Lait entier condensé,Stocks au début,0.31
1960,Lait entier condensé,Production,6.13
1960,Lait entier condensé,Total utilisations,6.07
1960,Lait entier condensé,Disparition intérieure exprimée,6.07
1960,Lait entier condensé,Stocks à la fin,0.37
1960,Lait concentré écrémé,Total des ressources,1.21
1960,Lait concentré écrémé,Stocks au début,0.04
1960,Lait concentré écrémé,Production,1.17
1960,Lait concentré écrémé,Total utilisations,1.17
1960,Lait concentré écrémé,Disparition intérieure exprimée,1.17
1960,Lait concentré écrémé,Stocks à la fin,0.04
1960,Lait écrémé concentré sucré,Stocks au début,0.04
1960,Lait écrémé concentré sucré,Total utilisations,
1960,Lait écrémé concentré sucré,Stocks à la fin,0.06
1960,Lait frappé,Total utilisations,
1960,Crème glacée,Total des ressources,187.43
1960,Crème glacée,Production,187.43
1960,Crème glacée,Total utilisations,187.43
1960,Crème glacée,Disparition intérieure exprimée,187.43
1960,Sorbet,Total utilisations,
1960,Lait glacé,Total utilisations,
1960,"Lait homogénéisé 3,25 %",Total des ressources,1303.44
1960,"Lait homogénéisé 3,25 %",Production,1303.44
1960,"Lait homogénéisé 3,25 %",Total utilisations,1303.44
1960,"Lait homogénéisé 3,25 %",Disparition intérieure exprimée,1303.44
1960,Babeurre,Total utilisations,
1960,Lait partiellement écrémé 2 %,Total utilisations,
1960,Lait partiellement écrémé 1 %,Total utilisations,
1960,Lait écrémé,Total des ressources,62.08
1960,Lait écrémé,Production,62.08
1960,Lait écrémé,Total utilisations,62.08
1960,Lait écrémé,Disparition intérieure exprimée,62.08
1960,Lait au chocolat et autres laits aromatisés,Total des ressources,38.7
1960,Lait au chocolat et autres laits aromatisés,Production,38.7
1960,Lait au chocolat et autres laits aromatisés,Total utilisations,38.7
1960,Lait au chocolat et autres laits aromatisés,Disparition intérieure exprimée,38.7
1960,Crème à céréale 10 %,Total utilisations,
1960,Crème de table 18 %,Total utilisations,
1960,Crème à fouetter 32 % à 35 %,Total utilisations,
1960,Crème sure,Total utilisations,
1960,Yogourt,Total des ressources,0.69
1960,Yogourt,Production,0.69
1960,Yogourt,Total utilisations,0.69
1960,Yogourt,Disparition intérieure exprimée,0.69
1960,Poulet,Total utilisations,
1960,Poule à bouillir,Total utilisations,
1960,Poulet et poule à bouillir total,Total utilisations,
1960,Dindon,Total des ressources,56.3
1960,Dindon,Stocks au début,5.35
1960,Dindon,Production,48.83
1960,Dindon,Importations,2.12
1960,Dindon,Total utilisations,
1960,Dindon,Disparition intérieure exprimée,51.5
1960,Dindon,Stocks à la fin,4.8
1960,Oeufs,Total des ressources,301.69
1960,Oeufs,Stocks au début,4.1
1960,Oeufs,Production,296.39
1960,Oeufs,Importations,1.21
1960,Oeufs,Total utilisations,297.59
1960,Oeufs,Disparition intérieure exprimée,279.89
1960,Oeufs,Exportations,7.42
1960,Oeufs,Utilisation industrielle,10.28
1960,Oeufs,Stocks à la fin,4.1
1960,Porc,Total des ressources,574.73
1960,Porc,Stocks au début,25.65
1960,Porc,Production,541.05
1960,Porc,Importations,8.03
1960,Porc,Total utilisations,565.14
1960,Porc,Disparition intérieure exprimée,463.48
1960,Porc,Exportations,30.7
1960,Porc,Utilisation industrielle,27.68
1960,Porc,Pertes,43.28
1960,Porc,Stocks à la fin,9.59
1960,Boeuf,Total des ressources,601.14
1960,Boeuf,Stocks au début,12.68
1960,Boeuf,Production,574.37
1960,Boeuf,Importations,14.09
1960,Boeuf,Total utilisations,587.89
1960,Boeuf,Disparition intérieure exprimée,567
1960,Boeuf,Exportations,11.77
1960,Boeuf,Utilisation industrielle,9.12
1960,Boeuf,Stocks à la fin,13.25
1960,Veau,Total des ressources,58.55
1960,Veau,Stocks au début,1.78
1960,Veau,Production,56.77
1960,Veau,Total utilisations,56.3
1960,Veau,Disparition intérieure exprimée,55.87
1960,Veau,Utilisation industrielle,0.43
1960,Veau,Stocks à la fin,2.25
1960,Boeuf et veau total,Total des ressources,659.69
1960,Boeuf et veau total,Stocks au début,14.46
1960,Boeuf et veau total,Production,631.14
1960,Boeuf et veau total,Total utilisations,644.18
1960,Boeuf et veau total,Disparition intérieure exprimée,622.86
1960,Boeuf et veau total,Utilisation industrielle,9.55
1960,Boeuf et veau total,Stocks à la fin,15.51
1960,Mouton et agneau,Total des ressources,27.75
1960,Mouton et agneau,Stocks au début,2.76
1960,Mouton et agneau,Production,14.32
1960,Mouton et agneau,Importations,10.67
1960,Mouton et agneau,Total utilisations,24.2
1960,Mouton et agneau,Disparition intérieure exprimée,23.79
1960,Mouton et agneau,Exportations,0.05
1960,Mouton et agneau,Utilisation industrielle,0.37
1960,Mouton et agneau,Stocks à la fin,3.55
1960,Abats,Total des ressources,48.16
1960,Abats,Stocks au début,2.38
1960,Abats,Production,43.48
1960,Abats,Importations,2.3
1960,Abats,Total utilisations,45.87
1960,Abats,Disparition intérieure exprimée,38.56
1960,Abats,Exportations,6.55
1960,Abats,Utilisation industrielle,0.76
1960,Abats,Stocks à la fin,2.29
1960,Beurre,Total des ressources,193.3
1960,Beurre,Stocks au début,47.97
1960,Beurre,Production,145.33
1960,Beurre,Total utilisations,132.85
1960,Beurre,Disparition intérieure exprimée,131.48
1960,Beurre,Exportations,1.37
1960,Beurre,Stocks à la fin,60.45
1960,Margarine,Total des ressources,76.8
1960,Margarine,Stocks au début,1.21
1960,Margarine,Production,75.59
1960,Margarine,Disparition intérieure exprimée,75.65
1960,Margarine,Stocks à la fin,1.15
1960,Huiles à salade,Total des ressources,26.97
1960,Huiles à salade,Stocks au début,1
1960,Huiles à salade,Production,25.97
1960,Huiles à salade,Total utilisations,25.6
1960,Huiles à salade,Disparition intérieure exprimée,25.52
1960,Huiles à salade,Exportations,0.08
1960,Huiles à salade,Stocks à la fin,1.37
1960,Shortening et huiles de shortening,Total des ressources,79.99
1960,Shortening et huiles de shortening,Stocks au début,5.41
1960,Shortening et huiles de shortening,Production,74.58
1960,Shortening et huiles de shortening,Total utilisations,75.74
1960,Shortening et huiles de shortening,Disparition intérieure exprimée,75.74
1960,Shortening et huiles de shortening,Stocks à la fin,4.25
1960,Pommes fraîches,Total des ressources,434.81
1960,Pommes fraîches,Stocks au début,106.9
1960,Pommes fraîches,Production,304.43
1960,Pommes fraîches,Importations,23.48
1960,Pommes fraîches,Total utilisations,336.28
1960,Pommes fraîches,Disparition intérieure exprimée,156.05
1960,Pommes fraîches,Exportations,49.77
1960,Pommes fraîches,Utilisation industrielle,118.71
1960,Pommes fraîches,Pertes,11.75
1960,Pommes fraîches,Stocks à la fin,98.53
1960,Pommes en conserve,Total des ressources,10.06
1960,Pommes en conserve,Stocks au début,4.33
1960,Pommes en conserve,Production,5.73
1960,Pommes en conserve,Disparition intérieure exprimée,4.79
1960,Pommes en conserve,Exportations,0.41
1960,Pommes en conserve,Stocks à la fin,4.86
1960,Pommes séchées,Total des ressources,0.54
1960,Pommes séchées,Importations,0.54
1960,Pommes séchées,Total utilisations,0.54
1960,Pommes séchées,Disparition intérieure exprimée,0.54
1960,Pommes congelées,Total des ressources,2.24
1960,Pommes congelées,Stocks au début,1.22
1960,Pommes congelées,Production,1.02
1960,Pommes congelées,Total utilisations,1.21
1960,Pommes congelées,Disparition intérieure exprimée,1.03
1960,Pommes congelées,Stocks à la fin,1.21
1960,Jus de pomme,Total des ressources,62.32
1960,Jus de pomme,Stocks au début,28.57
1960,Jus de pomme,Production,33.75
1960,Jus de pomme,Total utilisations,23.78
1960,Jus de pomme,Disparition intérieure exprimée,38.54
1960,Jus de pomme,Exportations,1.29
1960,Jus de pomme,Stocks à la fin,22.49
1960,Garniture de tarte aux pommes,Total des ressources,7.57
1960,Garniture de tarte aux pommes,Stocks au début,2.55
1960,Garniture de tarte aux pommes,Production,5.02
1960,Garniture de tarte aux pommes,Total utilisations,3.56
1960,Garniture de tarte aux pommes,Disparition intérieure exprimée,4.01
1960,Garniture de tarte aux pommes,Stocks à la fin,3.56
1960,Compote de pommes,Total des ressources,11.37
1960,Compote de pommes,Stocks au début,6.37
1960,Compote de pommes,Production,5
1960,Compote de pommes,Total utilisations,6.7
1960,Compote de pommes,Disparition intérieure exprimée,6.7
1960,Compote de pommes,Stocks à la fin,4.67
1960,Abricots frais,Total des ressources,7.93
1960,Abricots frais,Production,6.93
1960,Abricots frais,Importations,1
1960,Abricots frais,Total utilisations,7.93
1960,Abricots frais,Disparition intérieure exprimée,3.7
1960,Abricots frais,Utilisation industrielle,3.86
1960,Abricots frais,Pertes,0.37
1960,Abricots en conserve,Total des ressources,6.97
1960,Abricots en conserve,Stocks au début,2.55
1960,Abricots en conserve,Production,2.33
1960,Abricots en conserve,Importations,2.09
1960,Abricots en conserve,Total utilisations,4.44
1960,Abricots en conserve,Disparition intérieure exprimée,4.44
1960,Abricots en conserve,Stocks à la fin,2.53
1960,Avocats frais,Total utilisations,0
1960,Bananes fraîches,Total des ressources,171.67
1960,Bananes fraîches,Importations,171.67
1960,Bananes fraîches,Disparition intérieure exprimée,171.33
1960,Bananes fraîches,Pertes,0.34
1960,Baies fraîches autres,Total utilisations,0
1960,Bleuets frais,Total des ressources,8.85
1960,Bleuets frais,Production,8.85
1960,Bleuets frais,Total utilisations,8.85
1960,Bleuets frais,Disparition intérieure exprimée,2.6
1960,Bleuets frais,Exportations,3.72
1960,Bleuets frais,Utilisation industrielle,2.45
1960,Bleuets frais,Pertes,0.08
1960,Bleuets en conserve,Total des ressources,1.03
1960,Bleuets en conserve,Stocks au début,0.66
1960,Bleuets en conserve,Production,0.37
1960,Bleuets en conserve,Total utilisations,0.48
1960,Bleuets en conserve,Disparition intérieure exprimée,0.48
1960,Bleuets en conserve,Stocks à la fin,0.55
1960,Bleuets congelés,Total des ressources,3.57
1960,Bleuets congelés,Stocks au début,2.16
1960,Bleuets congelés,Production,1.41
1960,Bleuets congelés,Total utilisations,
1960,Bleuets congelés,Exportations,2.49
1960,Bleuets congelés,Stocks à la fin,1.52
1960,Cerises fraîches,Total des ressources,11.38
1960,Cerises fraîches,Production,10.33
1960,Cerises fraîches,Importations,1.05
1960,Cerises fraîches,Total utilisations,11.38
1960,Cerises fraîches,Disparition intérieure exprimée,4.53
1960,Cerises fraîches,Utilisation industrielle,6.45
1960,Cerises fraîches,Pertes,0.4
1960,Cerises congelées,Total des ressources,5.21
1960,Cerises congelées,Stocks au début,1.59
1960,Cerises congelées,Production,1.37
1960,Cerises congelées,Importations,2.25
1960,Cerises congelées,Total utilisations,4.01
1960,Cerises congelées,Disparition intérieure exprimée,4.01
1960,Cerises congelées,Stocks à la fin,1.2
1960,Noix de coco fraîches,Total des ressources,5.35
1960,Noix de coco fraîches,Importations,5.35
1960,Noix de coco fraîches,Total utilisations,5.35
1960,Noix de coco fraîches,Disparition intérieure exprimée,5.35
1960,Canneberges fraîches,Total des ressources,2.11
1960,Canneberges fraîches,Production,0.25
1960,Canneberges fraîches,Importations,1.86
1960,Canneberges fraîches,Total utilisations,2.11
1960,Canneberges fraîches,Disparition intérieure exprimée,2.03
1960,Canneberges fraîches,Pertes,0.08
1960,Dattes fraîches,Total des ressources,64.47
1960,Dattes fraîches,Importations,64.47
1960,Dattes fraîches,Total utilisations,64.47
1960,Dattes fraîches,Disparition intérieure exprimée,64.47
1960,Figues fraîches,Total des ressources,8.75
1960,Figues fraîches,Importations,8.75
1960,Figues fraîches,Total utilisations,8.75
1960,Figues fraîches,Disparition intérieure exprimée,8.75
1960,Raisins frais,Total des ressources,129.46
1960,Raisins frais,Production,51.33
1960,Raisins frais,Importations,78.13
1960,Raisins frais,Total utilisations,129.46
1960,Raisins frais,Disparition intérieure exprimée,78.66
1960,Raisins frais,Exportations,7.23
1960,Raisins frais,Utilisation industrielle,35.79
1960,Raisins frais,Pertes,7.78
1960,Jus de raisin,Total utilisations,
1960,Goyaves et mangues fraîches,Total utilisations,0
1960,Kiwis frais,Total utilisations,0
1960,"Melons, brodés et cantaloups frais",Total des ressources,17.17
1960,"Melons, brodés et cantaloups frais",Importations,17.17
1960,"Melons, brodés et cantaloups frais",Total utilisations,17.17
1960,"Melons, brodés et cantaloups frais",Disparition intérieure exprimée,15.49
1960,"Melons, brodés et cantaloups frais",Pertes,1.68
1960,Autres melons frais,Total des ressources,71.53
1960,Autres melons frais,Production,2.49
1960,Autres melons frais,Importations,69.04
1960,Autres melons frais,Total utilisations,71.53
1960,Autres melons frais,Disparition intérieure exprimée,64.52
1960,Autres melons frais,Pertes,7.01
1960,Melons d'eau frais,Total utilisations,0
1960,Melons d'hiver frais,Total utilisations,0
1960,Melons frais total,Total des ressources,88.7
1960,Melons frais total,Production,2.49
1960,Melons frais total,Importations,86.21
1960,Melons frais total,Total utilisations,88.7
1960,Melons frais total,Disparition intérieure exprimée,80.01
1960,Melons frais total,Pertes,8.69
1960,Nectarines fraîches,Total des ressources,0.91
1960,Nectarines fraîches,Importations,0.91
1960,Nectarines fraîches,Total utilisations,0.91
1960,Nectarines fraîches,Disparition intérieure exprimée,0.86
1960,Nectarines fraîches,Pertes,0.05
1960,Papayes fraîches,Total utilisations,0
1960,Pêches fraîches,Total des ressources,75.92
1960,Pêches fraîches,Production,53.57
1960,Pêches fraîches,Importations,22.35
1960,Pêches fraîches,Total utilisations,75.92
1960,Pêches fraîches,Disparition intérieure exprimée,44.79
1960,Pêches fraîches,Utilisation industrielle,28.02
1960,Pêches fraîches,Pertes,3.11
1960,Pêches en conserve,Total des ressources,53.95
1960,Pêches en conserve,Stocks au début,18.74
1960,Pêches en conserve,Production,22.96
1960,Pêches en conserve,Importations,12.25
1960,Pêches en conserve,Total utilisations,33.4
1960,Pêches en conserve,Disparition intérieure exprimée,33.15
1960,Pêches en conserve,Exportations,0.25
1960,Pêches en conserve,Stocks à la fin,20.55
1960,Poires fraîches,Total des ressources,48.96
1960,Poires fraîches,Stocks au début,1.11
1960,Poires fraîches,Production,35.69
1960,Poires fraîches,Importations,12.16
1960,Poires fraîches,Total utilisations,47.1
1960,Poires fraîches,Disparition intérieure exprimée,23.64
1960,Poires fraîches,Exportations,0.86
1960,Poires fraîches,Utilisation industrielle,21.09
1960,Poires fraîches,Pertes,1.51
1960,Poires fraîches,Stocks à la fin,1.86
1960,Poires en conserve,Total des ressources,30.85
1960,Poires en conserve,Stocks au début,12.96
1960,Poires en conserve,Production,15.77
1960,Poires en conserve,Importations,2.12
1960,Poires en conserve,Total utilisations,13.87
1960,Poires en conserve,Disparition intérieure exprimée,13.62
1960,Poires en conserve,Exportations,0.25
1960,Poires en conserve,Stocks à la fin,16.98
1960,Ananas frais,Total des ressources,3.54
1960,Ananas frais,Importations,3.54
1960,Ananas frais,Total utilisations,3.54
1960,Ananas frais,Disparition intérieure exprimée,3.36
1960,Ananas frais,Pertes,0.18
1960,Ananas en conserve,Total des ressources,16.63
1960,Ananas en conserve,Importations,16.63
1960,Ananas en conserve,Total utilisations,16.63
1960,Ananas en conserve,Disparition intérieure exprimée,16.63
1960,Jus d'ananas,Total des ressources,7.45
1960,Jus d'ananas,Importations,7.45
1960,Jus d'ananas,Total utilisations,7.45
1960,Jus d'ananas,Disparition intérieure exprimée,7.45
1960,Prunes fraîches total,Total des ressources,18.43
1960,Prunes fraîches total,Production,10.6
1960,Prunes fraîches total,Importations,7.83
1960,Prunes fraîches total,Total utilisations,18.43
1960,Prunes fraîches total,Disparition intérieure exprimée,14.73
1960,Prunes fraîches total,Utilisation industrielle,2.83
1960,Prunes fraîches total,Pertes,0.87
1960,Coings frais,Total utilisations,0
1960,Framboises congelées,Total des ressources,6.3
1960,Framboises congelées,Stocks au début,2.55
1960,Framboises congelées,Production,3.35
1960,Framboises congelées,Importations,0.4
1960,Framboises congelées,Total utilisations,4.2
1960,Framboises congelées,Disparition intérieure exprimée,4.2
1960,Framboises congelées,Stocks à la fin,2.1
1960,Fraises fraîches,Total des ressources,23.64
1960,Fraises fraîches,Production,15.36
1960,Fraises fraîches,Importations,8.28
1960,Fraises fraîches,Total utilisations,23.64
1960,Fraises fraîches,Disparition intérieure exprimée,13.99
1960,Fraises fraîches,Utilisation industrielle,8.42
1960,Fraises fraîches,Pertes,1.23
1960,Fraises en conserve,Total des ressources,2.25
1960,Fraises en conserve,Stocks au début,0.74
1960,Fraises en conserve,Production,1.51
1960,Fraises en conserve,Total utilisations,1.46
1960,Fraises en conserve,Disparition intérieure exprimée,1.46
1960,Fraises en conserve,Stocks à la fin,0.79
1960,Fraises congelées,Total des ressources,12.5
1960,Fraises congelées,Stocks au début,4.54
1960,Fraises congelées,Production,4.46
1960,Fraises congelées,Importations,3.5
1960,Fraises congelées,Total utilisations,7.18
1960,Fraises congelées,Disparition intérieure exprimée,7.18
1960,Fraises congelées,Stocks à la fin,5.32
1960,Fruits frais non spécifiés,Total des ressources,0.73
1960,Fruits frais non spécifiés,Production,0.73
1960,Fruits frais non spécifiés,Total utilisations,0.73
1960,Fruits frais non spécifiés,Disparition intérieure exprimée,0.68
1960,Fruits frais non spécifiés,Pertes,0.05
1960,Fruits en conserve non spécifiés,Total des ressources,14.36
1960,Fruits en conserve non spécifiés,Stocks au début,5.98
1960,Fruits en conserve non spécifiés,Production,8.38
1960,Fruits en conserve non spécifiés,Total utilisations,0
1960,Fruits en conserve non spécifiés,Stocks à la fin,5.25
1960,Fruits sèches non spécifiés,Total des ressources,42.73
1960,Fruits sèches non spécifiés,Importations,42.73
1960,Fruits sèches non spécifiés,Total utilisations,42.73
1960,Fruits sèches non spécifiés,Disparition intérieure exprimée,42.6
1960,Fruits sèches non spécifiés,Exportations,0.13
1960,Fruits congelés non spécifiés,Total des ressources,3.15
1960,Fruits congelés non spécifiés,Stocks au début,1.7
1960,Fruits congelés non spécifiés,Production,0.33
1960,Fruits congelés non spécifiés,Importations,1.12
1960,Fruits congelés non spécifiés,Total utilisations,1.78
1960,Fruits congelés non spécifiés,Disparition intérieure exprimée,1.38
1960,Fruits congelés non spécifiés,Exportations,0.4
1960,Fruits congelés non spécifiés,Stocks à la fin,1.37
1960,Oranges fraîches,Total des ressources,186.01
1960,Oranges fraîches,Importations,186.01
1960,Oranges fraîches,Total utilisations,186.01
1960,Oranges fraîches,Disparition intérieure exprimée,180.43
1960,Oranges fraîches,Pertes,5.58
1960,Jus d'orange,Total des ressources,82.31
1960,Jus d'orange,Importations,82.31
1960,Jus d'orange,Total utilisations,82.31
1960,Jus d'orange,Disparition intérieure exprimée,82.31
1960,Citrons frais,Total des ressources,14.55
1960,Citrons frais,Importations,14.55
1960,Citrons frais,Total utilisations,14.55
1960,Citrons frais,Disparition intérieure exprimée,13.97
1960,Citrons frais,Pertes,0.58
1960,Jus de citron,Total des ressources,11.31
1960,Jus de citron,Importations,11.31
1960,Jus de citron,Total utilisations,11.31
1960,Jus de citron,Disparition intérieure exprimée,11.31
1960,Pamplemousses frais,Total des ressources,60.17
1960,Pamplemousses frais,Importations,60.17
1960,Pamplemousses frais,Total utilisations,60.17
1960,Pamplemousses frais,Disparition intérieure exprimée,58.3
1960,Pamplemousses frais,Pertes,1.87
1960,Jus de pamplemousse,Total des ressources,11.19
1960,Jus de pamplemousse,Importations,11.19
1960,Jus de pamplemousse,Total utilisations,11.19
1960,Jus de pamplemousse,Disparition intérieure exprimée,11.19
1960,Limes fraîches,Total utilisations,
1960,Mandarines fraîches,Total utilisations,
1960,Autres agrumes frais,Total utilisations,
1960,Artichauts frais,Total utilisations,
1960,Asperges fraîches,Total des ressources,5.4
