Année,Produits de base,Offre et utilisation,VALEUR
2006,Goyaves et mangues fraîches,Importations,41.4
2006,Goyaves et mangues fraîches,Total utilisations,41.4
2006,Goyaves et mangues fraîches,Disparition intérieure exprimée,39.33
2006,Goyaves et mangues fraîches,Exportations,0
2006,Goyaves et mangues fraîches,Pertes,2.07
2006,Kiwis frais,Total des ressources,19.16
2006,Kiwis frais,Production,0.08
2006,Kiwis frais,Importations,19.08
2006,Kiwis frais,Total utilisations,19.16
2006,Kiwis frais,Disparition intérieure exprimée,17.43
2006,Kiwis frais,Pertes,1.72
2006,"Melons, brodés et cantaloups frais",Total des ressources,109.88
2006,"Melons, brodés et cantaloups frais",Importations,109.88
2006,"Melons, brodés et cantaloups frais",Total utilisations,109.88
2006,"Melons, brodés et cantaloups frais",Disparition intérieure exprimée,101.09
2006,"Melons, brodés et cantaloups frais",Pertes,8.79
2006,Autres melons frais,Total des ressources,57.99
2006,Autres melons frais,Production,13.06
2006,Autres melons frais,Importations,44.93
2006,Autres melons frais,Total utilisations,57.99
2006,Autres melons frais,Disparition intérieure exprimée,51.85
2006,Autres melons frais,Exportations,1.63
2006,Autres melons frais,Pertes,4.51
2006,Melons d'eau frais,Total des ressources,204.59
2006,Melons d'eau frais,Production,8.92
2006,Melons d'eau frais,Importations,195.66
2006,Melons d'eau frais,Total utilisations,204.59
2006,Melons d'eau frais,Disparition intérieure exprimée,183.66
2006,Melons d'eau frais,Exportations,0.52
2006,Melons d'eau frais,Pertes,20.41
2006,Melons d'hiver frais,Total des ressources,10.45
2006,Melons d'hiver frais,Importations,10.45
2006,Melons d'hiver frais,Total utilisations,10.45
2006,Melons d'hiver frais,Disparition intérieure exprimée,9.61
2006,Melons d'hiver frais,Pertes,0.84
2006,Melons frais total,Total des ressources,382.91
2006,Melons frais total,Production,21.99
2006,Melons frais total,Importations,360.92
2006,Melons frais total,Total utilisations,382.91
2006,Melons frais total,Disparition intérieure exprimée,346.22
2006,Melons frais total,Exportations,2.15
2006,Melons frais total,Pertes,34.54
2006,Nectarines fraîches,Total des ressources,29.82
2006,Nectarines fraîches,Production,3.59
2006,Nectarines fraîches,Importations,26.23
2006,Nectarines fraîches,Total utilisations,29.82
2006,Nectarines fraîches,Disparition intérieure exprimée,28.33
2006,Nectarines fraîches,Pertes,1.49
2006,Papayes fraîches,Total des ressources,12.05
2006,Papayes fraîches,Importations,12.05
2006,Papayes fraîches,Total utilisations,12.05
2006,Papayes fraîches,Disparition intérieure exprimée,11.45
2006,Papayes fraîches,Pertes,0.6
2006,Pêches fraîches,Total des ressources,55.5
2006,Pêches fraîches,Production,27.76
2006,Pêches fraîches,Importations,27.75
2006,Pêches fraîches,Total utilisations,55.5
2006,Pêches fraîches,Disparition intérieure exprimée,43.2
2006,Pêches fraîches,Exportations,0.16
2006,Pêches fraîches,Utilisation industrielle,9.87
2006,Pêches fraîches,Pertes,2.27
2006,Pêches en conserve,Total des ressources,20.76
2006,Pêches en conserve,Importations,20.76
2006,Pêches en conserve,Total utilisations,
2006,Pêches en conserve,Disparition intérieure exprimée,20.57
2006,Pêches en conserve,Exportations,0.19
2006,Poires fraîches,Total des ressources,90.56
2006,Poires fraîches,Production,13.98
2006,Poires fraîches,Importations,76.58
2006,Poires fraîches,Total utilisations,90.56
2006,Poires fraîches,Disparition intérieure exprimée,79.31
2006,Poires fraîches,Exportations,0.32
2006,Poires fraîches,Utilisation industrielle,6.75
2006,Poires fraîches,Pertes,4.17
2006,Poires en conserve,Total des ressources,8.11
2006,Poires en conserve,Importations,8.11
2006,Poires en conserve,Total utilisations,
2006,Poires en conserve,Disparition intérieure exprimée,8.11
2006,Poires en conserve,Exportations,
2006,Ananas frais,Total des ressources,103.79
2006,Ananas frais,Importations,103.79
2006,Ananas frais,Total utilisations,103.79
2006,Ananas frais,Disparition intérieure exprimée,98.6
2006,Ananas frais,Exportations,0
2006,Ananas frais,Pertes,5.19
2006,Ananas en conserve,Total des ressources,28.2
2006,Ananas en conserve,Importations,28.2
2006,Ananas en conserve,Total utilisations,28.2
2006,Ananas en conserve,Disparition intérieure exprimée,27.83
2006,Ananas en conserve,Exportations,0.37
2006,Jus d'ananas,Total des ressources,30.95
2006,Jus d'ananas,Importations,30.95
2006,Jus d'ananas,Total utilisations,30.95
2006,Jus d'ananas,Disparition intérieure exprimée,30.13
2006,Jus d'ananas,Exportations,0.83
2006,Prunes fraîches total,Total des ressources,27.67
2006,Prunes fraîches total,Production,3.67
2006,Prunes fraîches total,Importations,23.99
2006,Prunes fraîches total,Total utilisations,27.67
2006,Prunes fraîches total,Disparition intérieure exprimée,26.22
2006,Prunes fraîches total,Exportations,0.02
2006,Prunes fraîches total,Utilisation industrielle,0.05
2006,Prunes fraîches total,Pertes,1.38
2006,Coings frais,Total des ressources,0.14
2006,Coings frais,Importations,0.14
2006,Coings frais,Total utilisations,0.14
2006,Coings frais,Disparition intérieure exprimée,0.13
2006,Coings frais,Pertes,0.01
2006,Framboises congelées,Total des ressources,7.4
2006,Framboises congelées,Importations,7.4
2006,Framboises congelées,Total utilisations,
2006,Fraises fraîches,Total des ressources,107.21
2006,Fraises fraîches,Production,22.48
2006,Fraises fraîches,Importations,84.73
2006,Fraises fraîches,Total utilisations,107.21
2006,Fraises fraîches,Disparition intérieure exprimée,97.18
2006,Fraises fraîches,Exportations,0.16
2006,Fraises fraîches,Utilisation industrielle,1.42
2006,Fraises fraîches,Pertes,8.45
2006,Fraises en conserve,Total des ressources,2.69
2006,Fraises en conserve,Importations,2.69
2006,Fraises en conserve,Total utilisations,2.69
2006,Fraises en conserve,Disparition intérieure exprimée,2.69
2006,Fraises congelées,Total des ressources,18.68
2006,Fraises congelées,Importations,18.68
2006,Fraises congelées,Total utilisations,
2006,Fraises congelées,Exportations,1.16
2006,Fruits frais non spécifiés,Total des ressources,17.3
2006,Fruits frais non spécifiés,Importations,17.3
2006,Fruits frais non spécifiés,Total utilisations,17.3
2006,Fruits frais non spécifiés,Disparition intérieure exprimée,15.8
2006,Fruits frais non spécifiés,Exportations,0.46
2006,Fruits frais non spécifiés,Pertes,1.04
2006,Fruits en conserve non spécifiés,Total des ressources,77.99
2006,Fruits en conserve non spécifiés,Importations,77.99
2006,Fruits en conserve non spécifiés,Total utilisations,77.99
2006,Fruits en conserve non spécifiés,Disparition intérieure exprimée,66.82
2006,Fruits en conserve non spécifiés,Exportations,11.17
2006,Fruits sèches non spécifiés,Total des ressources,52.19
2006,Fruits sèches non spécifiés,Importations,52.19
2006,Fruits sèches non spécifiés,Total utilisations,52.19
2006,Fruits sèches non spécifiés,Disparition intérieure exprimée,49.82
2006,Fruits sèches non spécifiés,Exportations,2.37
2006,Fruits congelés non spécifiés,Total des ressources,27.02
2006,Fruits congelés non spécifiés,Importations,27.02
2006,Fruits congelés non spécifiés,Total utilisations,27.02
2006,Fruits congelés non spécifiés,Disparition intérieure exprimée,27.02
2006,Oranges fraîches,Total des ressources,319.96
2006,Oranges fraîches,Importations,319.96
2006,Oranges fraîches,Total utilisations,319.96
2006,Oranges fraîches,Disparition intérieure exprimée,310.36
2006,Oranges fraîches,Exportations,0
2006,Oranges fraîches,Pertes,9.6
2006,Jus d'orange,Total des ressources,426.42
2006,Jus d'orange,Importations,426.42
2006,Jus d'orange,Total utilisations,426.42
2006,Jus d'orange,Disparition intérieure exprimée,409.28
2006,Jus d'orange,Exportations,17.14
2006,Citrons frais,Total des ressources,41.7
2006,Citrons frais,Importations,41.7
2006,Citrons frais,Total utilisations,41.7
2006,Citrons frais,Disparition intérieure exprimée,40.03
2006,Citrons frais,Pertes,1.67
2006,Jus de citron,Total des ressources,20.85
2006,Jus de citron,Importations,20.85
2006,Jus de citron,Total utilisations,20.85
2006,Jus de citron,Disparition intérieure exprimée,20.85
2006,Pamplemousses frais,Total des ressources,47.71
2006,Pamplemousses frais,Importations,47.71
2006,Pamplemousses frais,Total utilisations,47.71
2006,Pamplemousses frais,Disparition intérieure exprimée,46.27
2006,Pamplemousses frais,Exportations,0
2006,Pamplemousses frais,Pertes,1.43
2006,Jus de pamplemousse,Total des ressources,24.03
2006,Jus de pamplemousse,Importations,24.03
2006,Jus de pamplemousse,Total utilisations,24.03
2006,Jus de pamplemousse,Disparition intérieure exprimée,23.77
2006,Jus de pamplemousse,Exportations,0.26
2006,Limes fraîches,Total des ressources,15.62
2006,Limes fraîches,Importations,15.62
2006,Limes fraîches,Total utilisations,15.62
2006,Limes fraîches,Disparition intérieure exprimée,14.84
2006,Limes fraîches,Pertes,0.78
2006,Mandarines fraîches,Total des ressources,110.84
2006,Mandarines fraîches,Importations,110.84
2006,Mandarines fraîches,Total utilisations,110.84
2006,Mandarines fraîches,Disparition intérieure exprimée,105.3
2006,Mandarines fraîches,Exportations,0
2006,Mandarines fraîches,Pertes,5.54
2006,Autres agrumes frais,Total des ressources,3.11
2006,Autres agrumes frais,Importations,3.11
2006,Autres agrumes frais,Total utilisations,3.11
2006,Autres agrumes frais,Disparition intérieure exprimée,3.01
2006,Autres agrumes frais,Exportations,0
2006,Autres agrumes frais,Pertes,0.09
2006,Artichauts frais,Total des ressources,1.94
2006,Artichauts frais,Importations,1.94
2006,Artichauts frais,Total utilisations,1.94
2006,Artichauts frais,Disparition intérieure exprimée,1.76
2006,Artichauts frais,Exportations,0.05
2006,Artichauts frais,Pertes,0.13
2006,Asperges fraîches,Total des ressources,22.44
2006,Asperges fraîches,Production,4.5
2006,Asperges fraîches,Importations,17.93
2006,Asperges fraîches,Total utilisations,22.44
2006,Asperges fraîches,Disparition intérieure exprimée,19.49
2006,Asperges fraîches,Exportations,1.02
2006,Asperges fraîches,Utilisation industrielle,0
2006,Asperges fraîches,Pertes,1.93
2006,Asperges en conserve,Total des ressources,1.6
2006,Asperges en conserve,Importations,1.6
2006,Asperges en conserve,Total utilisations,
2006,Asperges en conserve,Exportations,0.01
2006,Haricots verts et jaunes frais,Total des ressources,85.17
2006,Haricots verts et jaunes frais,Production,52.85
2006,Haricots verts et jaunes frais,Importations,32.31
2006,Haricots verts et jaunes frais,Total utilisations,85.17
2006,Haricots verts et jaunes frais,Disparition intérieure exprimée,35.16
2006,Haricots verts et jaunes frais,Exportations,1.01
2006,Haricots verts et jaunes frais,Utilisation industrielle,46.75
2006,Haricots verts et jaunes frais,Pertes,2.24
2006,Haricots verts et jaunes en conserve,Total des ressources,6.92
2006,Haricots verts et jaunes en conserve,Importations,6.92
2006,Haricots verts et jaunes congelés,Total des ressources,6.32
2006,Haricots verts et jaunes congelés,Importations,6.32
2006,Haricots verts et jaunes congelés,Total utilisations,
2006,Haricots verts et jaunes congelés,Exportations,16.64
2006,Betteraves fraîches,Total des ressources,23.13
2006,Betteraves fraîches,Production,20.46
2006,Betteraves fraîches,Importations,2.68
2006,Betteraves fraîches,Total utilisations,23.13
2006,Betteraves fraîches,Disparition intérieure exprimée,15.67
2006,Betteraves fraîches,Utilisation industrielle,6.97
2006,Betteraves fraîches,Pertes,0.48
2006,Betteraves en conserve,Total des ressources,0.58
2006,Betteraves en conserve,Importations,0.58
2006,Betteraves en conserve,Total utilisations,
2006,Brocolis frais,Total des ressources,110.44
2006,Brocolis frais,Production,34.43
2006,Brocolis frais,Importations,76.01
2006,Brocolis frais,Total utilisations,110.44
2006,Brocolis frais,Disparition intérieure exprimée,97.17
2006,Brocolis frais,Utilisation industrielle,4.83
2006,Brocolis frais,Pertes,8.45
2006,Brocolis congelés,Total des ressources,14.04
2006,Brocolis congelés,Importations,14.04
2006,Brocolis congelés,Total utilisations,
2006,Choux de Bruxelles frais,Total des ressources,9.11
2006,Choux de Bruxelles frais,Production,5.02
2006,Choux de Bruxelles frais,Importations,4.09
2006,Choux de Bruxelles frais,Total utilisations,9.11
2006,Choux de Bruxelles frais,Disparition intérieure exprimée,4.51
2006,Choux de Bruxelles frais,Exportations,0.22
2006,Choux de Bruxelles frais,Utilisation industrielle,3.98
2006,Choux de Bruxelles frais,Pertes,0.39
2006,Choux de Bruxelles congelés,Total des ressources,0.36
2006,Choux de Bruxelles congelés,Importations,0.36
2006,Choux de Bruxelles congelés,Total utilisations,
2006,Choux frais,Total des ressources,220.39
2006,Choux frais,Stocks au début,36.62
2006,Choux frais,Production,133.54
2006,Choux frais,Importations,50.22
2006,Choux frais,Total utilisations,187.75
2006,Choux frais,Disparition intérieure exprimée,115.59
2006,Choux frais,Exportations,43.38
2006,Choux frais,Utilisation industrielle,
2006,Choux frais,Pertes,
2006,Choux frais,Stocks à la fin,32.64
2006,Choux chinois frais,Total des ressources,26.03
2006,Choux chinois frais,Importations,26.03
2006,Choux chinois frais,Total utilisations,26.03
2006,Choux chinois frais,Disparition intérieure exprimée,24.21
2006,Choux chinois frais,Pertes,1.82
2006,Carottes fraîches,Total des ressources,531.41
2006,Carottes fraîches,Stocks au début,67.01
2006,Carottes fraîches,Production,353.33
2006,Carottes fraîches,Importations,111.07
2006,Carottes fraîches,Total utilisations,451.16
2006,Carottes fraîches,Disparition intérieure exprimée,216.36
2006,Carottes fraîches,Exportations,80.19
2006,Carottes fraîches,Utilisation industrielle,
2006,Carottes fraîches,Pertes,
2006,Carottes fraîches,Stocks à la fin,80.25
2006,Carottes en conserve,Total des ressources,0.29
2006,Carottes en conserve,Importations,0.29
2006,Carottes en conserve,Total utilisations,
2006,Carottes congelées,Total des ressources,8.64
2006,Carottes congelées,Importations,8.64
2006,Carottes congelées,Total utilisations,
2006,Choux-fleurs frais,Total des ressources,92.35
2006,Choux-fleurs frais,Production,31.24
2006,Choux-fleurs frais,Importations,61.11
2006,Choux-fleurs frais,Total utilisations,92.35
2006,Choux-fleurs frais,Disparition intérieure exprimée,73.44
2006,Choux-fleurs frais,Exportations,6.97
2006,Choux-fleurs frais,Utilisation industrielle,5.56
2006,Choux-fleurs frais,Pertes,6.39
2006,Choux-fleurs congelés,Total utilisations,
2006,Céleri frais,Total des ressources,127.4
2006,Céleri frais,Production,33.38
2006,Céleri frais,Importations,94.01
2006,Céleri frais,Total utilisations,127.4
2006,Céleri frais,Disparition intérieure exprimée,102.05
2006,Céleri frais,Exportations,9.05
2006,Céleri frais,Utilisation industrielle,8.62
2006,Céleri frais,Pertes,7.68
2006,Maïs frais,Total des ressources,338.19
2006,Maïs frais,Production,292.65
2006,Maïs frais,Importations,45.55
2006,Maïs frais,Total utilisations,338.19
2006,Maïs frais,Disparition intérieure exprimée,115.45
2006,Maïs frais,Utilisation industrielle,212.7
2006,Maïs frais,Pertes,10.04
2006,Maïs en conserve,Total des ressources,2.13
2006,Maïs en conserve,Importations,2.13
2006,Maïs en conserve,Total utilisations,
2006,Maïs en conserve,Exportations,22.41
2006,Maïs congelé,Total des ressources,3.5
2006,Maïs congelé,Importations,3.5
2006,Maïs congelé,Total utilisations,
2006,Maïs congelé,Exportations,13.16
2006,Concombres frais,Total des ressources,188.81
2006,Concombres frais,Production,141.8
2006,Concombres frais,Importations,47.01
2006,Concombres frais,Total utilisations,188.81
2006,Concombres frais,Disparition intérieure exprimée,102.01
2006,Concombres frais,Exportations,50.62
2006,Concombres frais,Utilisation industrielle,27.3
2006,Concombres frais,Pertes,8.87
2006,Autres racines alimentaires fraîche,Total des ressources,10.13
2006,Autres racines alimentaires fraîche,Importations,10.13
2006,Autres racines alimentaires fraîche,Total utilisations,10.13
2006,Autres racines alimentaires fraîche,Disparition intérieure exprimée,9.52
2006,Autres racines alimentaires fraîche,Pertes,0.4
2006,Aubergines fraîches,Total des ressources,16.27
2006,Aubergines fraîches,Importations,16.27
2006,Aubergines fraîches,Total utilisations,16.27
2006,Aubergines fraîches,Disparition intérieure exprimée,14.2
2006,Aubergines fraîches,Exportations,0.5
2006,Aubergines fraîches,Pertes,1.58
2006,Ail frais,Total des ressources,12.06
2006,Ail frais,Production,0.23
2006,Ail frais,Importations,11.83
2006,Ail frais,Total utilisations,12.06
2006,Ail frais,Disparition intérieure exprimée,11.21
2006,Ail frais,Exportations,0.1
2006,Ail frais,Pertes,0.72
2006,Choux-raves frais,Total des ressources,7.23
2006,Choux-raves frais,Importations,7.23
2006,Choux-raves frais,Total utilisations,7.23
2006,Choux-raves frais,Disparition intérieure exprimée,6.94
2006,Choux-raves frais,Pertes,0.29
2006,Poireaux frais,Total des ressources,8.7
2006,Poireaux frais,Production,3.69
2006,Poireaux frais,Importations,5.01
2006,Poireaux frais,Total utilisations,8.7
2006,Poireaux frais,Disparition intérieure exprimée,7.94
2006,Poireaux frais,Exportations,0.25
2006,Poireaux frais,Pertes,0.51
2006,Autres légumineuses fraîches,Total des ressources,0.95
2006,Autres légumineuses fraîches,Importations,0.95
2006,Autres légumineuses fraîches,Total utilisations,0.95
2006,Autres légumineuses fraîches,Disparition intérieure exprimée,
2006,Autres légumineuses fraîches,Exportations,
2006,Autres légumineuses fraîches,Pertes,
2006,Laitue fraîche,Total des ressources,394.76
2006,Laitue fraîche,Production,84.59
2006,Laitue fraîche,Importations,310.18
2006,Laitue fraîche,Total utilisations,394.76
2006,Laitue fraîche,Disparition intérieure exprimée,345.17
2006,Laitue fraîche,Exportations,23.61
2006,Laitue fraîche,Pertes,25.98
2006,Haricots de lima congelés,Total des ressources,0.34
2006,Haricots de lima congelés,Importations,0.34
2006,Haricots de lima congelés,Total utilisations,
2006,Manioc frais,Total des ressources,2.51
2006,Manioc frais,Importations,2.51
2006,Manioc frais,Total utilisations,2.51
2006,Manioc frais,Disparition intérieure exprimée,2.41
2006,Manioc frais,Pertes,0.1
2006,Champignons frais,Total des ressources,94.51
2006,Champignons frais,Production,89.28
2006,Champignons frais,Importations,5.23
2006,Champignons frais,Disparition intérieure exprimée,54.69
2006,Champignons frais,Exportations,24.14
2006,Champignons frais,Utilisation industrielle,12.19
2006,Champignons frais,Pertes,3.49
2006,Champignons en conserve,Total des ressources,16.74
2006,Champignons en conserve,Importations,16.74
2006,Champignons en conserve,Total utilisations,
2006,Champignons en conserve,Exportations,1.44
2006,Okra frais,Total des ressources,3.65
2006,Okra frais,Importations,3.65
2006,Okra frais,Total utilisations,3.65
2006,Okra frais,Disparition intérieure exprimée,3.21
2006,Okra frais,Pertes,0.44
2006,Olives fraîches,Total des ressources,0.25
2006,Olives fraîches,Importations,0.25
2006,Olives fraîches,Total utilisations,0.25
2006,Olives fraîches,Disparition intérieure exprimée,0.23
2006,Olives fraîches,Pertes,0.02
2006,Oignons et échalotes frais,Total des ressources,437.34
2006,Oignons et échalotes frais,Stocks au début,61.36
2006,Oignons et échalotes frais,Production,227.45
2006,Oignons et échalotes frais,Importations,148.53
2006,Oignons et échalotes frais,Total utilisations,363.83
2006,Oignons et échalotes frais,Disparition intérieure exprimée,265.29
2006,Oignons et échalotes frais,Exportations,63.22
2006,Oignons et échalotes frais,Utilisation industrielle,18.38
2006,Oignons et échalotes frais,Pertes,16.93
2006,Oignons et échalotes frais,Stocks à la fin,73.51
2006,Persil frais,Total des ressources,9.15
2006,Persil frais,Production,2.36
2006,Persil frais,Importations,6.79
2006,Persil frais,Total utilisations,9.15
2006,Persil frais,Disparition intérieure exprimée,8.51
2006,Persil frais,Pertes,0.64
2006,Panais frais,Total des ressources,3.91
2006,Panais frais,Production,3.73
2006,Panais frais,Importations,0.18
2006,Panais frais,Total utilisations,3.91
2006,Panais frais,Disparition intérieure exprimée,3.79
2006,Panais frais,Pertes,0.12
2006,Pois frais,Total des ressources,78.77
2006,Pois frais,Production,69.17
2006,Pois frais,Importations,9.6
2006,Pois frais,Total utilisations,78.77
2006,Pois frais,Disparition intérieure exprimée,10.98
2006,Pois frais,Exportations,0.43
2006,Pois frais,Utilisation industrielle,66.66
2006,Pois frais,Pertes,0.7
2006,Pois en conserve,Total des ressources,0.18
2006,Pois en conserve,Importations,0.18
2006,Pois en conserve,Total utilisations,
2006,Pois en conserve,Exportations,5.59
2006,Pois congelés,Total des ressources,5.61
2006,Pois congelés,Importations,5.61
2006,Pois congelés,Total utilisations,
2006,Pois congelés,Exportations,12.3
2006,Piments frais,Total des ressources,215.31
2006,Piments frais,Production,107.4
2006,Piments frais,Importations,107.91
2006,Piments frais,Total utilisations,215.31
2006,Piments frais,Disparition intérieure exprimée,127.17
2006,Piments frais,Exportations,65.32
2006,Piments frais,Utilisation industrielle,11.76
2006,Piments frais,Pertes,11.06
2006,Pommes de terre sucrées fraîches,Total des ressources,28.24
2006,Pommes de terre sucrées fraîches,Importations,26.59
2006,Pommes de terre sucrées fraîches,Total utilisations,28.24
2006,Pommes de terre sucrées fraîches,Disparition intérieure exprimée,25.32
2006,Pommes de terre sucrées fraîches,Exportations,0.11
2006,Pommes de terre sucrées fraîches,Pertes,2.81
2006,Pommes de terre croustilles,Importations,11.74
2006,Pommes de terre croustilles,Total utilisations,
2006,Pommes de terre croustilles,Disparition intérieure exprimée,
2006,Pommes de terre croustilles,Exportations,17.96
2006,Pommes de terre congelées,Importations,47.96
2006,Pommes de terre congelées,Total utilisations,
2006,Pommes de terre congelées,Disparition intérieure exprimée,
2006,Pommes de terre congelées,Exportations,987.24
2006,Pommes de terre transformées autres,Importations,23.05
2006,Pommes de terre transformées autres,Total utilisations,
2006,Pommes de terre transformées autres,Disparition intérieure exprimée,
2006,Pommes de terre transformées autres,Exportations,24.36
2006,Pommes de terre transformées total,Importations,82.75
2006,Pommes de terre transformées total,Total utilisations,
2006,Pommes de terre transformées total,Disparition intérieure exprimée,
2006,Pommes de terre transformées total,Exportations,1029.56
2006,Pommes de terre blanches fraîches et transformées,Importations,405.16
2006,Pommes de terre blanches fraîches et transformées,Total utilisations,2967.82
2006,Pommes de terre blanches fraîches et transformées,Disparition intérieure exprimée,2143.53
2006,Pommes de terre blanches fraîches et transformées,Exportations,2324.1
2006,Pommes de terre blanches fraîches et transformées,Utilisation industrielle,0
2006,Pommes de terre blanches fraîches et transformées,Pertes,643.72
2006,Pommes de terre blanches fraîches,Total des ressources,
2006,Pommes de terre blanches fraîches,Stocks au début,
2006,Pommes de terre blanches fraîches,Production,5090.29
2006,Pommes de terre blanches fraîches,Importations,194.14
2006,Pommes de terre blanches fraîches,Total utilisations,2033.48
2006,Pommes de terre blanches fraîches,Disparition intérieure exprimée,955.42
2006,Pommes de terre blanches fraîches,Exportations,434.34
2006,Pommes de terre blanches fraîches,Pertes,643.72
2006,Citrouilles et courges fraîches,Total des ressources,105.47
2006,Citrouilles et courges fraîches,Production,70.74
2006,Citrouilles et courges fraîches,Importations,34.73
2006,Citrouilles et courges fraîches,Total utilisations,105.47
2006,Citrouilles et courges fraîches,Disparition intérieure exprimée,85.94
2006,Citrouilles et courges fraîches,Exportations,
2006,Citrouilles et courges fraîches,Utilisation industrielle,9.98
2006,Citrouilles et courges fraîches,Pertes,9.55
2006,Radis frais,Total des ressources,20.98
2006,Radis frais,Production,9.48
2006,Radis frais,Importations,11.5
2006,Radis frais,Total utilisations,20.98
2006,Radis frais,Disparition intérieure exprimée,13.89
2006,Radis frais,Exportations,6.66
2006,Radis frais,Pertes,0.43
2006,Rappini frais,Total des ressources,5.72
2006,Rappini frais,Importations,5.72
2006,Rappini frais,Total utilisations,5.72
2006,Rappini frais,Disparition intérieure exprimée,5.03
2006,Rappini frais,Pertes,0.69
2006,Rutabagas et navet frais,Total des ressources,64.8
2006,Rutabagas et navet frais,Stocks au début,21.88
2006,Rutabagas et navet frais,Production,41.08
2006,Rutabagas et navet frais,Importations,1.84
2006,Rutabagas et navet frais,Total utilisations,37.47
2006,Rutabagas et navet frais,Disparition intérieure exprimée,31.33
2006,Rutabagas et navet frais,Exportations,0.37
2006,Rutabagas et navet frais,Utilisation industrielle,1.5
2006,Rutabagas et navet frais,Pertes,4.27
2006,Rutabagas et navet frais,Stocks à la fin,27.33
2006,Épinards frais,Total des ressources,20.77
2006,Épinards frais,Production,3.37
2006,Épinards frais,Importations,17.4
2006,Épinards frais,Total utilisations,20.77
2006,Épinards frais,Disparition intérieure exprimée,17.18
2006,Épinards frais,Exportations,1.25
2006,Épinards frais,Pertes,2.34
2006,Épinards congelés,Total des ressources,6.22
2006,Épinards congelés,Importations,6.22
2006,Épinards congelés,Total utilisations,6.22
2006,Épinards congelés,Disparition intérieure exprimée,6.18
2006,Épinards congelés,Exportations,0.04
2006,Tomates fraîches,Total des ressources,988.64
2006,Tomates fraîches,Production,806.92
2006,Tomates fraîches,Importations,181.72
2006,Tomates fraîches,Total utilisations,988.64
2006,Tomates fraîches,Disparition intérieure exprimée,240.87
2006,Tomates fraîches,Exportations,141.96
2006,Tomates fraîches,Utilisation industrielle,563.32
2006,Tomates fraîches,Pertes,42.51
2006,Tomates en conserve,Total des ressources,53.99
2006,Tomates en conserve,Importations,53.99
2006,Tomates en conserve,Total utilisations,
2006,Tomates en conserve,Exportations,7.23
2006,Jus de tomate,Total des ressources,2.95
2006,Jus de tomate,Importations,2.95
2006,Jus de tomate,Total utilisations,5.65
2006,Jus de tomate,Exportations,5.65
2006,"Tomates, pulpe, pâte et purée",Total des ressources,51.24
2006,"Tomates, pulpe, pâte et purée",Importations,51.24
2006,"Tomates, pulpe, pâte et purée",Total utilisations,
2006,"Tomates, pulpe, pâte et purée",Exportations,0.77
2006,Légumes frais non spécifiés,Total des ressources,
2006,Légumes frais non spécifiés,Production,
2006,Légumes frais non spécifiés,Importations,37.03
2006,Légumes frais non spécifiés,Total utilisations,
2006,Légumes frais non spécifiés,Disparition intérieure exprimée,
2006,Légumes frais non spécifiés,Exportations,22.42
2006,Légumes frais non spécifiés,Utilisation industrielle,
2006,Légumes frais non spécifiés,Pertes,
2006,Légumes en conserve non spécifiés,Total des ressources,86.02
2006,Légumes en conserve non spécifiés,Importations,86.02
2006,Légumes en conserve non spécifiés,Total utilisations,86.02
2006,Légumes en conserve non spécifiés,Disparition intérieure exprimée,60.28
2006,Légumes en conserve non spécifiés,Exportations,25.74
2006,Légumes congelés non spécifiés,Total des ressources,33
2006,Légumes congelés non spécifiés,Importations,33
2006,Légumes congelés non spécifiés,Total utilisations,
2006,Légumes congelés non spécifiés,Exportations,24.34
2006,Poissons de mer frais et congelés,Total des ressources,323.58
2006,Poissons de mer frais et congelés,Production,223.79
2006,Poissons de mer frais et congelés,Importations,99.79
2006,Poissons de mer frais et congelés,Total utilisations,323.58
2006,Poissons de mer frais et congelés,Disparition intérieure exprimée,130.25
2006,Poissons de mer frais et congelés,Exportations,193.33
2006,Poissons de mer transformés,Total des ressources,161.99
2006,Poissons de mer transformés,Production,74.6
2006,Poissons de mer transformés,Importations,87.39
2006,Poissons de mer transformés,Total utilisations,161.99
2006,Poissons de mer transformés,Disparition intérieure exprimée,88.17
2006,Poissons de mer transformés,Exportations,73.82
2006,Fruits de mer total,Total des ressources,163.73
2006,Fruits de mer total,Production,92.05
2006,Fruits de mer total,Importations,71.68
2006,Fruits de mer total,Total utilisations,163.73
2006,Fruits de mer total,Disparition intérieure exprimée,61.41
2006,Fruits de mer total,Exportations,102.31
2006,Poissons d'eau douce,Total des ressources,23.15
2006,Poissons d'eau douce,Production,20.15
2006,Poissons d'eau douce,Importations,3
2006,Poissons d'eau douce,Total utilisations,23.15
2006,Poissons d'eau douce,Disparition intérieure exprimée,16.17
2006,Poissons d'eau douce,Exportations,6.98
2007,Farine de blé,Total des ressources,2514.13
2007,Farine de blé,Stocks au début,23.5
2007,Farine de blé,Production,2390.13
2007,Farine de blé,Importations,100.5
2007,Farine de blé,Total utilisations,2486.21
2007,Farine de blé,Disparition intérieure exprimée,2193.46
2007,Farine de blé,Exportations,201.35
2007,Farine de blé,Utilisation industrielle,91.39
2007,Farine de blé,Pertes,0
2007,Farine de blé,Stocks à la fin,27.92
2007,Farine de seigle,Total des ressources,
2007,Farine de seigle,Stocks au début,
2007,Farine de seigle,Production,
2007,Farine de seigle,Importations,0.32
2007,Farine de seigle,Total utilisations,
