"PÉRIODE DE RÉFÉRENCE","GÉO","VALEUR"
"Jul-89","Nouvelle-Écosse","903841"
"Jul-89","Nouveau-Brunswick","735129"
"Jul-89","Québec","6925128"
"Jul-89","Ontario","10103305"
"Jul-89","Manitoba","1103792"
"Jul-89","Saskatchewan","1019439"
"Jul-89","Alberta","2498325"
"Jul-89","Colombie-Britannique","3196725"
"Jul-89","Yukon","27167"
"Jul-89","Territoires du Nord-Ouest incluant Nunavut","57226"
"Oct-89","Canada","27402695"
"Oct-89","Terre-Neuve-et-Labrador","575594"
"Oct-89","Île-du-Prince-Édouard","129900"
"Oct-89","Nouvelle-Écosse","906644"
"Oct-89","Nouveau-Brunswick","736352"
"Oct-89","Québec","6946945"
"Oct-89","Ontario","10167642"
"Oct-89","Manitoba","1102522"
"Oct-89","Saskatchewan","1016043"
"Oct-89","Alberta","2507203"
"Oct-89","Colombie-Britannique","3229220"
"Oct-89","Yukon","27197"
"Oct-89","Territoires du Nord-Ouest incluant Nunavut","57433"
"Jan-90","Canada","27463550"
"Jan-90","Terre-Neuve-et-Labrador","576278"
"Jan-90","Île-du-Prince-Édouard","130336"
"Jan-90","Nouvelle-Écosse","907394"
"Jan-90","Nouveau-Brunswick","737307"
"Jan-90","Québec","6955119"
"Jan-90","Ontario","10189985"
"Jan-90","Manitoba","1102752"
"Jan-90","Saskatchewan","1011429"
"Jan-90","Alberta","2520056"
"Jan-90","Colombie-Britannique","3247419"
"Jan-90","Yukon","27605"
"Jan-90","Territoires du Nord-Ouest incluant Nunavut","57870"
"Apr-90","Canada","27567161"
"Apr-90","Terre-Neuve-et-Labrador","577167"
"Apr-90","Île-du-Prince-Édouard","130468"
"Apr-90","Nouvelle-Écosse","908444"
"Apr-90","Nouveau-Brunswick","738744"
"Apr-90","Québec","6973762"
"Apr-90","Ontario","10238884"
"Apr-90","Manitoba","1103935"
"Apr-90","Saskatchewan","1009952"
"Apr-90","Alberta","2532621"
"Apr-90","Colombie-Britannique","3266888"
"Apr-90","Yukon","27824"
"Apr-90","Territoires du Nord-Ouest incluant Nunavut","58472"
"Jul-90","Canada","27691138"
"Jul-90","Terre-Neuve-et-Labrador","577368"
"Jul-90","Île-du-Prince-Édouard","130404"
"Jul-90","Nouvelle-Écosse","910451"
"Jul-90","Nouveau-Brunswick","740156"
"Jul-90","Québec","6996986"
"Jul-90","Ontario","10295832"
"Jul-90","Manitoba","1105421"
"Jul-90","Saskatchewan","1007727"
"Jul-90","Alberta","2547788"
"Jul-90","Colombie-Britannique","3292111"
"Jul-90","Yukon","27957"
"Jul-90","Territoires du Nord-Ouest incluant Nunavut","58937"
"Oct-90","Canada","27807591"
"Oct-90","Terre-Neuve-et-Labrador","577113"
"Oct-90","Île-du-Prince-Édouard","130367"
"Oct-90","Nouvelle-Écosse","911749"
"Oct-90","Nouveau-Brunswick","741981"
"Oct-90","Québec","7019039"
"Oct-90","Ontario","10344678"
"Oct-90","Manitoba","1105098"
"Oct-90","Saskatchewan","1004214"
"Oct-90","Alberta","2563142"
"Oct-90","Colombie-Britannique","3322896"
"Oct-90","Yukon","28023"
"Oct-90","Territoires du Nord-Ouest incluant Nunavut","59291"
"Jan-91","Canada","27854861"
"Jan-91","Terre-Neuve-et-Labrador","577377"
"Jan-91","Île-du-Prince-Édouard","130477"
"Jan-91","Nouvelle-Écosse","912792"
"Jan-91","Nouveau-Brunswick","743210"
"Jan-91","Québec","7026241"
"Jan-91","Ontario","10355101"
"Jan-91","Manitoba","1106196"
"Jan-91","Saskatchewan","1002651"
"Jan-91","Alberta","2572947"
"Jan-91","Colombie-Britannique","3339935"
"Jan-91","Yukon","28223"
"Jan-91","Territoires du Nord-Ouest incluant Nunavut","59711"
"Apr-91","Canada","27928837"
"Apr-91","Terre-Neuve-et-Labrador","578397"
"Apr-91","Île-du-Prince-Édouard","130453"
"Apr-91","Nouvelle-Écosse","912889"
"Apr-91","Nouveau-Brunswick","744203"
"Apr-91","Québec","7044395"
"Apr-91","Ontario","10385937"
"Apr-91","Manitoba","1107757"
"Apr-91","Saskatchewan","1002876"
"Apr-91","Alberta","2580625"
"Apr-91","Colombie-Britannique","3352585"
"Apr-91","Yukon","28494"
"Apr-91","Territoires du Nord-Ouest incluant Nunavut","60226"
"Jul-91","Canada","28037420"
"Jul-91","Terre-Neuve-et-Labrador","579644"
"Jul-91","Île-du-Prince-Édouard","130369"
"Jul-91","Nouvelle-Écosse","914969"
"Jul-91","Nouveau-Brunswick","745567"
"Jul-91","Québec","7067396"
"Jul-91","Ontario","10431316"
"Jul-91","Manitoba","1109604"
"Jul-91","Saskatchewan","1002713"
"Jul-91","Alberta","2592306"
"Jul-91","Colombie-Britannique","3373787"
"Jul-91","Yukon","28871"
"Jul-91","Territoires du Nord-Ouest incluant Nunavut","60878"
"Jul-91","Territoires du Nord-Ouest","38724"
"Jul-91","Nunavut","22154"
"Oct-91","Canada","28127327"
"Oct-91","Terre-Neuve-et-Labrador","579549"
"Oct-91","Île-du-Prince-Édouard","130360"
"Oct-91","Nouvelle-Écosse","916896"
"Oct-91","Nouveau-Brunswick","745886"
"Oct-91","Québec","7080336"
"Oct-91","Ontario","10465562"
"Oct-91","Manitoba","1109400"
"Oct-91","Saskatchewan","1000942"
"Oct-91","Alberta","2604031"
"Oct-91","Colombie-Britannique","3404049"
"Oct-91","Yukon","29142"
"Oct-91","Territoires du Nord-Ouest","38854"
"Oct-91","Nunavut","22320"
"Jan-92","Canada","28181477"
"Jan-92","Terre-Neuve-et-Labrador","579425"
"Jan-92","Île-du-Prince-Édouard","130604"
"Jan-92","Nouvelle-Écosse","917302"
"Jan-92","Nouveau-Brunswick","746571"
"Jan-92","Québec","7082645"
"Jan-92","Ontario","10488022"
"Jan-92","Manitoba","1109978"
"Jan-92","Saskatchewan","1001136"
"Jan-92","Alberta","2611786"
"Jan-92","Colombie-Britannique","3423217"
"Jan-92","Yukon","29239"
"Jan-92","Territoires du Nord-Ouest","39055"
"Jan-92","Nunavut","22497"
"Apr-92","Canada","28269699"
"Apr-92","Terre-Neuve-et-Labrador","579761"
"Apr-92","Île-du-Prince-Édouard","130812"
"Apr-92","Nouvelle-Écosse","917555"
"Apr-92","Nouveau-Brunswick","747232"
"Apr-92","Québec","7096705"
"Apr-92","Ontario","10528346"
"Apr-92","Manitoba","1111050"
"Apr-92","Saskatchewan","1002831"
"Apr-92","Alberta","2620771"
"Apr-92","Colombie-Britannique","3443237"
"Apr-92","Yukon","29510"
"Apr-92","Territoires du Nord-Ouest","39230"
"Apr-92","Nunavut","22659"
"Jul-92","Canada","28371264"
"Jul-92","Terre-Neuve-et-Labrador","580109"
"Jul-92","Île-du-Prince-Édouard","130827"
"Jul-92","Nouvelle-Écosse","919451"
"Jul-92","Nouveau-Brunswick","748121"
"Jul-92","Québec","7110010"
"Jul-92","Ontario","10572205"
"Jul-92","Manitoba","1112689"
"Jul-92","Saskatchewan","1003995"
"Jul-92","Alberta","2632672"
"Jul-92","Colombie-Britannique","3468802"
"Jul-92","Yukon","30084"
"Jul-92","Territoires du Nord-Ouest","39416"
"Jul-92","Nunavut","22883"
"Oct-92","Canada","28474177"
"Oct-92","Terre-Neuve-et-Labrador","579624"
"Oct-92","Île-du-Prince-Édouard","131201"
"Oct-92","Nouvelle-Écosse","921619"
"Oct-92","Nouveau-Brunswick","747746"
"Oct-92","Québec","7129062"
"Oct-92","Ontario","10610665"
"Oct-92","Manitoba","1113209"
"Oct-92","Saskatchewan","1002960"
"Oct-92","Alberta","2643421"
"Oct-92","Colombie-Britannique","3502209"
"Oct-92","Yukon","30034"
"Oct-92","Territoires du Nord-Ouest","39422"
"Oct-92","Nunavut","23005"
"Jan-93","Canada","28533602"
"Jan-93","Terre-Neuve-et-Labrador","580819"
"Jan-93","Île-du-Prince-Édouard","131564"
"Jan-93","Nouvelle-Écosse","922128"
"Jan-93","Nouveau-Brunswick","747892"
"Jan-93","Québec","7137514"
"Jan-93","Ontario","10629994"
"Jan-93","Manitoba","1114180"
"Jan-93","Saskatchewan","1003443"
"Jan-93","Alberta","2650886"
"Jan-93","Colombie-Britannique","3522509"
"Jan-93","Yukon","29964"
"Jan-93","Territoires du Nord-Ouest","39538"
"Jan-93","Nunavut","23171"
"Apr-93","Canada","28600864"
"Apr-93","Terre-Neuve-et-Labrador","580369"
"Apr-93","Île-du-Prince-Édouard","131833"
"Apr-93","Nouvelle-Écosse","922469"
"Apr-93","Nouveau-Brunswick","748320"
"Apr-93","Québec","7147047"
"Apr-93","Ontario","10656924"
"Apr-93","Manitoba","1115554"
"Apr-93","Saskatchewan","1005037"
"Apr-93","Alberta","2658293"
"Apr-93","Colombie-Britannique","3541936"
"Apr-93","Yukon","30112"
"Apr-93","Territoires du Nord-Ouest","39649"
"Apr-93","Nunavut","23321"
"Jul-93","Canada","28684764"
"Jul-93","Terre-Neuve-et-Labrador","579977"
"Jul-93","Île-du-Prince-Édouard","132177"
"Jul-93","Nouvelle-Écosse","923925"
"Jul-93","Nouveau-Brunswick","748812"
"Jul-93","Québec","7156537"
"Jul-93","Ontario","10690038"
"Jul-93","Manitoba","1117618"
"Jul-93","Saskatchewan","1006900"
"Jul-93","Alberta","2667292"
"Jul-93","Colombie-Britannique","3567772"
"Jul-93","Yukon","30337"
"Jul-93","Territoires du Nord-Ouest","39820"
"Jul-93","Nunavut","23559"
"Oct-93","Canada","28786619"
"Oct-93","Terre-Neuve-et-Labrador","578194"
"Oct-93","Île-du-Prince-Édouard","132467"
"Oct-93","Nouvelle-Écosse","925851"
"Oct-93","Nouveau-Brunswick","749454"
"Oct-93","Québec","7172016"
"Oct-93","Ontario","10728737"
"Oct-93","Manitoba","1118603"
"Oct-93","Saskatchewan","1007016"
"Oct-93","Alberta","2678623"
"Oct-93","Colombie-Britannique","3601746"
"Oct-93","Yukon","30016"
"Oct-93","Territoires du Nord-Ouest","40095"
"Oct-93","Nunavut","23801"
"Jan-94","Canada","28835772"
"Jan-94","Terre-Neuve-et-Labrador","577128"
"Jan-94","Île-du-Prince-Édouard","132752"
"Jan-94","Nouvelle-Écosse","925852"
"Jan-94","Nouveau-Brunswick","749531"
"Jan-94","Québec","7177923"
"Jan-94","Ontario","10744762"
"Jan-94","Manitoba","1119284"
"Jan-94","Saskatchewan","1007554"
"Jan-94","Alberta","2683346"
"Jan-94","Colombie-Britannique","3623717"
"Jan-94","Yukon","29670"
"Jan-94","Territoires du Nord-Ouest","40273"
"Jan-94","Nunavut","23980"
"Apr-94","Canada","28907448"
"Apr-94","Terre-Neuve-et-Labrador","575670"
"Apr-94","Île-du-Prince-Édouard","133030"
"Apr-94","Nouvelle-Écosse","926109"
"Apr-94","Nouveau-Brunswick","749473"
"Apr-94","Québec","7184599"
"Apr-94","Ontario","10776819"
"Apr-94","Manitoba","1120863"
"Apr-94","Saskatchewan","1008540"
"Apr-94","Alberta","2691443"
"Apr-94","Colombie-Britannique","3646632"
"Apr-94","Yukon","29682"
"Apr-94","Territoires du Nord-Ouest","40383"
"Apr-94","Nunavut","24205"
"Jul-94","Canada","29000663"
"Jul-94","Terre-Neuve-et-Labrador","574466"
"Jul-94","Île-du-Prince-Édouard","133437"
"Jul-94","Nouvelle-Écosse","926871"
"Jul-94","Nouveau-Brunswick","750185"
"Jul-94","Québec","7192403"
"Jul-94","Ontario","10819146"
"Jul-94","Manitoba","1123230"
"Jul-94","Saskatchewan","1009575"
"Jul-94","Alberta","2700606"
"Jul-94","Colombie-Britannique","3676075"
"Jul-94","Yukon","29684"
"Jul-94","Territoires du Nord-Ouest","40578"
"Jul-94","Nunavut","24407"
"Oct-94","Canada","29096372"
"Oct-94","Terre-Neuve-et-Labrador","572068"
"Oct-94","Île-du-Prince-Édouard","133800"
"Oct-94","Nouvelle-Écosse","927778"
"Oct-94","Nouveau-Brunswick","750670"
"Oct-94","Québec","7201106"
"Oct-94","Ontario","10860406"
"Oct-94","Manitoba","1124263"
"Oct-94","Saskatchewan","1010784"
"Oct-94","Alberta","2709011"
"Oct-94","Colombie-Britannique","3711468"
"Oct-94","Yukon","29606"
"Oct-94","Territoires du Nord-Ouest","40875"
"Oct-94","Nunavut","24537"
"Jan-95","Canada","29141902"
"Jan-95","Terre-Neuve-et-Labrador","570563"
"Jan-95","Île-du-Prince-Édouard","134060"
"Jan-95","Nouvelle-Écosse","927395"
"Jan-95","Nouveau-Brunswick","750819"
"Jan-95","Québec","7205074"
"Jan-95","Ontario","10875308"
"Jan-95","Manitoba","1124947"
"Jan-95","Saskatchewan","1011784"
"Jan-95","Alberta","2715701"
"Jan-95","Colombie-Britannique","3730564"
"Jan-95","Yukon","29882"
"Jan-95","Territoires du Nord-Ouest","41114"
"Jan-95","Nunavut","24691"
"Apr-95","Canada","29211541"
"Apr-95","Terre-Neuve-et-Labrador","569068"
"Apr-95","Île-du-Prince-Édouard","134175"
"Apr-95","Nouvelle-Écosse","927641"
"Apr-95","Nouveau-Brunswick","750692"
"Apr-95","Québec","7210305"
"Apr-95","Ontario","10906895"
"Apr-95","Manitoba","1127234"
"Apr-95","Saskatchewan","1012795"
"Apr-95","Alberta","2724946"
"Apr-95","Colombie-Britannique","3751377"
"Apr-95","Yukon","30143"
"Apr-95","Territoires du Nord-Ouest","41407"
"Apr-95","Nunavut","24863"
"Jul-95","Canada","29302311"
"Jul-95","Terre-Neuve-et-Labrador","567397"
"Jul-95","Île-du-Prince-Édouard","134415"
"Jul-95","Nouvelle-Écosse","928120"
"Jul-95","Nouveau-Brunswick","750943"
"Jul-95","Québec","7219219"
"Jul-95","Ontario","10950119"
"Jul-95","Manitoba","1129150"
"Jul-95","Saskatchewan","1014187"
"Jul-95","Alberta","2734519"
"Jul-95","Colombie-Britannique","3777390"
"Jul-95","Yukon","30442"
"Jul-95","Territoires du Nord-Ouest","41432"
"Jul-95","Nunavut","24978"
"Oct-95","Canada","29396274"
"Oct-95","Terre-Neuve-et-Labrador","565008"
"Oct-95","Île-du-Prince-Édouard","134971"
"Oct-95","Nouvelle-Écosse","930028"
"Oct-95","Nouveau-Brunswick","751174"
"Oct-95","Québec","7228600"
"Oct-95","Ontario","10993416"
"Oct-95","Manitoba","1129547"
"Oct-95","Saskatchewan","1015349"
"Oct-95","Alberta","2745255"
"Oct-95","Colombie-Britannique","3805461"
"Oct-95","Yukon","30875"
"Oct-95","Territoires du Nord-Ouest","41470"
"Oct-95","Nunavut","25120"
"Jan-96","Canada","29446857"
"Jan-96","Terre-Neuve-et-Labrador","563679"
"Jan-96","Île-du-Prince-Édouard","135119"
"Jan-96","Nouvelle-Écosse","929782"
"Jan-96","Nouveau-Brunswick","751581"
"Jan-96","Québec","7232952"
"Jan-96","Ontario","11009307"
"Jan-96","Manitoba","1130288"
"Jan-96","Saskatchewan","1016198"
"Jan-96","Alberta","2753463"
"Jan-96","Colombie-Britannique","3826739"
"Jan-96","Yukon","30963"
"Jan-96","Territoires du Nord-Ouest","41495"
"Jan-96","Nunavut","25291"
"Apr-96","Canada","29514217"
"Apr-96","Terre-Neuve-et-Labrador","561646"
"Apr-96","Île-du-Prince-Édouard","135311"
"Apr-96","Nouvelle-Écosse","929921"
"Apr-96","Nouveau-Brunswick","751872"
"Apr-96","Québec","7237307"
"Apr-96","Ontario","11037392"
"Apr-96","Manitoba","1132025"
"Apr-96","Saskatchewan","1017872"
"Apr-96","Alberta","2762903"
"Apr-96","Colombie-Britannique","3849847"
"Apr-96","Yukon","31142"
"Apr-96","Territoires du Nord-Ouest","41516"
"Apr-96","Nunavut","25463"
"Jul-96","Canada","29610218"
"Jul-96","Terre-Neuve-et-Labrador","559698"
"Jul-96","Île-du-Prince-Édouard","135737"
"Jul-96","Nouvelle-Écosse","931327"
"Jul-96","Nouveau-Brunswick","752268"
"Jul-96","Québec","7246897"
"Jul-96","Ontario","11082903"
"Jul-96","Manitoba","1134196"
"Jul-96","Saskatchewan","1018945"
"Jul-96","Alberta","2775133"
"Jul-96","Colombie-Britannique","3874317"
"Jul-96","Yukon","31387"
"Jul-96","Territoires du Nord-Ouest","41741"
"Jul-96","Nunavut","25669"
"Oct-96","Canada","29708206"
"Oct-96","Terre-Neuve-et-Labrador","557281"
"Oct-96","Île-du-Prince-Édouard","136004"
"Oct-96","Nouvelle-Écosse","932276"
"Oct-96","Nouveau-Brunswick","752526"
"Oct-96","Québec","7257616"
"Oct-96","Ontario","11130574"
"Oct-96","Manitoba","1134619"
"Oct-96","Saskatchewan","1019408"
"Oct-96","Alberta","2789691"
"Oct-96","Colombie-Britannique","3899256"
"Oct-96","Yukon","31596"
"Oct-96","Territoires du Nord-Ouest","41611"
"Oct-96","Nunavut","25748"
"Jan-97","Canada","29751536"
"Jan-97","Terre-Neuve-et-Labrador","555432"
"Jan-97","Île-du-Prince-Édouard","135935"
"Jan-97","Nouvelle-Écosse","932349"
"Jan-97","Nouveau-Brunswick","752334"
"Jan-97","Québec","7262945"
"Jan-97","Ontario","11146270"
"Jan-97","Manitoba","1134997"
"Jan-97","Saskatchewan","1018326"
"Jan-97","Alberta","2799561"
"Jan-97","Colombie-Britannique","3914490"
"Jan-97","Yukon","31633"
"Jan-97","Territoires du Nord-Ouest","41528"
"Jan-97","Nunavut","25736"
"Apr-97","Canada","29818012"
"Apr-97","Terre-Neuve-et-Labrador","553115"
"Apr-97","Île-du-Prince-Édouard","135931"
"Apr-97","Nouvelle-Écosse","931832"
"Apr-97","Nouveau-Brunswick","752447"
"Apr-97","Québec","7267820"
"Apr-97","Ontario","11179959"
"Apr-97","Manitoba","1135846"
"Apr-97","Saskatchewan","1017683"
"Apr-97","Alberta","2813157"
"Apr-97","Colombie-Britannique","3931056"
"Apr-97","Yukon","31659"
"Apr-97","Territoires du Nord-Ouest","41668"
"Apr-97","Nunavut","25839"
"Jul-97","Canada","29905948"
"Jul-97","Terre-Neuve-et-Labrador","550911"
"Jul-97","Île-du-Prince-Édouard","136095"
"Jul-97","Nouvelle-Écosse","932402"
"Jul-97","Nouveau-Brunswick","752511"
"Jul-97","Québec","7274611"
"Jul-97","Ontario","11227651"
"Jul-97","Manitoba","1136128"
"Jul-97","Saskatchewan","1017902"
"Jul-97","Alberta","2829848"
"Jul-97","Colombie-Britannique","3948583"
"Jul-97","Yukon","31797"
"Jul-97","Territoires du Nord-Ouest","41625"
"Jul-97","Nunavut","25884"
"Oct-97","Canada","29994790"
"Oct-97","Terre-Neuve-et-Labrador","547639"
"Oct-97","Île-du-Prince-Édouard","136165"
"Oct-97","Nouvelle-Écosse","932735"
"Oct-97","Nouveau-Brunswick","752248"
"Oct-97","Québec","7282871"
"Oct-97","Ontario","11278893"
"Oct-97","Manitoba","1135649"
"Oct-97","Saskatchewan","1017426"
"Oct-97","Alberta","2847526"
"Oct-97","Colombie-Britannique","3964677"
"Oct-97","Yukon","31556"
"Oct-97","Territoires du Nord-Ouest","41411"
"Oct-97","Nunavut","25994"
"Jan-98","Canada","30028506"
"Jan-98","Terre-Neuve-et-Labrador","545769"
"Jan-98","Île-du-Prince-Édouard","135938"
"Jan-98","Nouvelle-Écosse","932549"
"Jan-98","Nouveau-Brunswick","751969"
"Jan-98","Québec","7286008"
"Jan-98","Ontario","11292059"
"Jan-98","Manitoba","1135770"
"Jan-98","Saskatchewan","1017504"
"Jan-98","Alberta","2859305"
"Jan-98","Colombie-Britannique","3972821"
"Jan-98","Yukon","31510"
"Jan-98","Territoires du Nord-Ouest","41222"
"Jan-98","Nunavut","26082"
"Apr-98","Canada","30080180"
"Apr-98","Terre-Neuve-et-Labrador","542479"
"Apr-98","Île-du-Prince-Édouard","135635"
"Apr-98","Nouvelle-Écosse","932033"
"Apr-98","Nouveau-Brunswick","751080"
"Apr-98","Québec","7290497"
"Apr-98","Ontario","11322038"
"Apr-98","Manitoba","1136177"
"Apr-98","Saskatchewan","1017105"
"Apr-98","Alberta","2876753"
"Apr-98","Colombie-Britannique","3977912"
"Apr-98","Yukon","31320"
"Apr-98","Territoires du Nord-Ouest","40968"
"Apr-98","Nunavut","26183"
"Jul-98","Canada","30155173"
"Jul-98","Terre-Neuve-et-Labrador","539843"
"Jul-98","Île-du-Prince-Édouard","135804"
"Jul-98","Nouvelle-Écosse","931836"
"Jul-98","Nouveau-Brunswick","750530"
"Jul-98","Québec","7295935"
"Jul-98","Ontario","11365901"
"Jul-98","Manitoba","1137489"
"Jul-98","Saskatchewan","1017332"
"Jul-98","Alberta","2899066"
"Jul-98","Colombie-Britannique","3983113"
"Jul-98","Yukon","31149"
"Jul-98","Territoires du Nord-Ouest","40802"
"Jul-98","Nunavut","26373"
"Oct-98","Canada","30231639"
"Oct-98","Terre-Neuve-et-Labrador","537908"
"Oct-98","Île-du-Prince-Édouard","135908"
"Oct-98","Nouvelle-Écosse","932740"
"Oct-98","Nouveau-Brunswick","750708"
"Oct-98","Québec","7305302"
"Oct-98","Ontario","11408804"
"Oct-98","Manitoba","1138328"
"Oct-98","Saskatchewan","1017748"
"Oct-98","Alberta","2915781"
"Oct-98","Colombie-Britannique","3990451"
"Oct-98","Yukon","30877"
"Oct-98","Territoires du Nord-Ouest","40635"
"Oct-98","Nunavut","26449"
"Jan-99","Canada","30260117"
"Jan-99","Terre-Neuve-et-Labrador","536515"
"Jan-99","Île-du-Prince-Édouard","135994"
"Jan-99","Nouvelle-Écosse","932145"
"Jan-99","Nouveau-Brunswick","750127"
"Jan-99","Québec","7310238"
"Jan-99","Ontario","11419589"
"Jan-99","Manitoba","1138946"
"Jan-99","Saskatchewan","1016883"
"Jan-99","Alberta","2926079"
"Jan-99","Colombie-Britannique","3995643"
"Jan-99","Yukon","30748"
"Jan-99","Territoires du Nord-Ouest","40635"
"Jan-99","Nunavut","26575"
"Apr-99","Canada","30314696"
"Apr-99","Terre-Neuve-et-Labrador","534498"
"Apr-99","Île-du-Prince-Édouard","136025"
"Apr-99","Nouvelle-Écosse","932116"
"Apr-99","Nouveau-Brunswick","750075"
"Apr-99","Québec","7315053"
"Apr-99","Ontario","11452857"
"Apr-99","Manitoba","1140502"
"Apr-99","Saskatchewan","1015716"
"Apr-99","Alberta","2937393"
"Apr-99","Colombie-Britannique","4002433"
"Apr-99","Yukon","30602"
"Apr-99","Territoires du Nord-Ouest","40705"
"Apr-99","Nunavut","26721"
"Jul-99","Canada","30401286"
"Jul-99","Terre-Neuve-et-Labrador","533329"
"Jul-99","Île-du-Prince-Édouard","136281"
"Jul-99","Nouvelle-Écosse","933784"
"Jul-99","Nouveau-Brunswick","750601"
"Jul-99","Québec","7323250"
"Jul-99","Ontario","11504759"
"Jul-99","Manitoba","1142448"
"Jul-99","Saskatchewan","1014524"
"Jul-99","Alberta","2952692"
"Jul-99","Colombie-Britannique","4011375"
"Jul-99","Yukon","30785"
"Jul-99","Territoires du Nord-Ouest","40638"
"Jul-99","Nunavut","26820"
"Oct-99","Canada","30492106"
"Oct-99","Terre-Neuve-et-Labrador","532246"
"Oct-99","Île-du-Prince-Édouard","136424"
"Oct-99","Nouvelle-Écosse","935941"
"Oct-99","Nouveau-Brunswick","750643"
"Oct-99","Québec","7334722"
"Oct-99","Ontario","11559464"
"Oct-99","Manitoba","1143618"
"Oct-99","Saskatchewan","1012582"
"Oct-99","Alberta","2966682"
"Oct-99","Colombie-Britannique","4021600"
"Oct-99","Yukon","30608"
"Oct-99","Territoires du Nord-Ouest","40579"
"Oct-99","Nunavut","26997"
"Jan-00","Canada","30525872"
"Jan-00","Terre-Neuve-et-Labrador","531774"
"Jan-00","Île-du-Prince-Édouard","136442"
"Jan-00","Nouvelle-Écosse","934594"
"Jan-00","Nouveau-Brunswick","750786"
"Jan-00","Québec","7340269"
"Jan-00","Ontario","11576994"
"Jan-00","Manitoba","1144428"
"Jan-00","Saskatchewan","1011141"
"Jan-00","Alberta","2974517"
"Jan-00","Colombie-Britannique","4026664"
"Jan-00","Yukon","30495"
"Jan-00","Territoires du Nord-Ouest","40623"
"Jan-00","Nunavut","27145"
"Apr-00","Canada","30594030"
"Apr-00","Terre-Neuve-et-Labrador","529574"
"Apr-00","Île-du-Prince-Édouard","136289"
"Apr-00","Nouvelle-Écosse","934291"
"Apr-00","Nouveau-Brunswick","750543"
"Apr-00","Québec","7347179"
"Apr-00","Ontario","11621255"
"Apr-00","Manitoba","1145873"
"Apr-00","Saskatchewan","1009177"
"Apr-00","Alberta","2988465"
"Apr-00","Colombie-Britannique","4033319"
"Apr-00","Yukon","30382"
"Apr-00","Territoires du Nord-Ouest","40455"
"Apr-00","Nunavut","27228"
"Jul-00","Canada","30685730"
"Jul-00","Terre-Neuve-et-Labrador","527966"
"Jul-00","Île-du-Prince-Édouard","136470"
"Jul-00","Nouvelle-Écosse","933821"
"Jul-00","Nouveau-Brunswick","750517"
"Jul-00","Québec","7356951"
"Jul-00","Ontario","11683290"
"Jul-00","Manitoba","1147313"
"Jul-00","Saskatchewan","1007565"
"Jul-00","Alberta","3004198"
"Jul-00","Colombie-Britannique","4039230"
"Jul-00","Yukon","30431"
"Jul-00","Territoires du Nord-Ouest","40480"
"Jul-00","Nunavut","27498"
"Oct-00","Canada","30783969"
"Oct-00","Terre-Neuve-et-Labrador","526732"
"Oct-00","Île-du-Prince-Édouard","136400"
"Oct-00","Nouvelle-Écosse","934459"
"Oct-00","Nouveau-Brunswick","750252"
"Oct-00","Québec","7368772"
"Oct-00","Ontario","11748348"
"Oct-00","Manitoba","1148183"
"Oct-00","Saskatchewan","1006027"
"Oct-00","Alberta","3016947"
"Oct-00","Colombie-Britannique","4049297"
"Oct-00","Yukon","30294"
"Oct-00","Territoires du Nord-Ouest","40575"
"Oct-00","Nunavut","27683"
"Jan-01","Canada","30824441"
"Jan-01","Terre-Neuve-et-Labrador","525299"
"Jan-01","Île-du-Prince-Édouard","136377"
"Jan-01","Nouvelle-Écosse","933463"
"Jan-01","Nouveau-Brunswick","749715"
"Jan-01","Québec","7373978"
"Jan-01","Ontario","11771945"
"Jan-01","Manitoba","1148456"
"Jan-01","Saskatchewan","1003469"
"Jan-01","Alberta","3027941"
"Jan-01","Colombie-Britannique","4055229"
"Jan-01","Yukon","30147"
"Jan-01","Territoires du Nord-Ouest","40624"
"Jan-01","Nunavut","27798"
"Apr-01","Canada","30910996"
"Apr-01","Terre-Neuve-et-Labrador","523235"
"Apr-01","Île-du-Prince-Édouard","136499"
"Apr-01","Nouvelle-Écosse","932909"
"Apr-01","Nouveau-Brunswick","749789"
"Apr-01","Québec","7383844"
"Apr-01","Ontario","11827345"
"Apr-01","Manitoba","1149684"
"Apr-01","Saskatchewan","1001643"
"Apr-01","Alberta","3041238"
"Apr-01","Colombie-Britannique","4066132"
"Apr-01","Yukon","30124"
"Apr-01","Territoires du Nord-Ouest","40625"
"Apr-01","Nunavut","27929"
"Jul-01","Canada","31020902"
"Jul-01","Terre-Neuve-et-Labrador","522046"
"Jul-01","Île-du-Prince-Édouard","136665"
"Jul-01","Nouvelle-Écosse","932494"
"Jul-01","Nouveau-Brunswick","749820"
"Jul-01","Québec","7396456"
"Jul-01","Ontario","11897534"
"Jul-01","Manitoba","1151454"
"Jul-01","Saskatchewan","1000239"
"Jul-01","Alberta","3058108"
"Jul-01","Colombie-Britannique","4076950"
"Jul-01","Yukon","30158"
"Jul-01","Territoires du Nord-Ouest","40845"
"Jul-01","Nunavut","28133"
"Oct-01","Canada","31129119"
"Oct-01","Terre-Neuve-et-Labrador","521581"
"Oct-01","Île-du-Prince-Édouard","136876"
"Oct-01","Nouvelle-Écosse","933336"
"Oct-01","Nouveau-Brunswick","749295"
"Oct-01","Québec","7411504"
"Oct-01","Ontario","11961789"
"Oct-01","Manitoba","1152150"
"Oct-01","Saskatchewan","999175"
"Oct-01","Alberta","3078336"
"Oct-01","Colombie-Britannique","4085648"
"Oct-01","Yukon","30076"
