"PÉRIODE DE RÉFÉRENCE","GÉO","VALEUR"
"Oct-63","Saskatchewan","935000"
"Oct-63","Alberta","1414000"
"Oct-63","Colombie-Britannique","1716000"
"Oct-63","Yukon","15000"
"Oct-63","Territoires du Nord-Ouest incluant Nunavut","26000"
"Jan-64","Canada","19142000"
"Jan-64","Terre-Neuve-et-Labrador","480000"
"Jan-64","Île-du-Prince-Édouard","109000"
"Jan-64","Nouvelle-Écosse","752000"
"Jan-64","Nouveau-Brunswick","609000"
"Jan-64","Québec","5541000"
"Jan-64","Ontario","6572000"
"Jan-64","Manitoba","955000"
"Jan-64","Saskatchewan","936000"
"Jan-64","Alberta","1419000"
"Jan-64","Colombie-Britannique","1728000"
"Jan-64","Yukon","15000"
"Jan-64","Territoires du Nord-Ouest incluant Nunavut","26000"
"Apr-64","Canada","19222000"
"Apr-64","Terre-Neuve-et-Labrador","482000"
"Apr-64","Île-du-Prince-Édouard","109000"
"Apr-64","Nouvelle-Écosse","753000"
"Apr-64","Nouveau-Brunswick","610000"
"Apr-64","Québec","5566000"
"Apr-64","Ontario","6602000"
"Apr-64","Manitoba","957000"
"Apr-64","Saskatchewan","939000"
"Apr-64","Alberta","1425000"
"Apr-64","Colombie-Britannique","1737000"
"Apr-64","Yukon","15000"
"Apr-64","Territoires du Nord-Ouest incluant Nunavut","27000"
"Jul-64","Canada","19325000"
"Jul-64","Terre-Neuve-et-Labrador","484000"
"Jul-64","Île-du-Prince-Édouard","109000"
"Jul-64","Nouvelle-Écosse","755000"
"Jul-64","Nouveau-Brunswick","612000"
"Jul-64","Québec","5593000"
"Jul-64","Ontario","6646000"
"Jul-64","Manitoba","960000"
"Jul-64","Saskatchewan","943000"
"Jul-64","Alberta","1431000"
"Jul-64","Colombie-Britannique","1750000"
"Jul-64","Yukon","15000"
"Jul-64","Territoires du Nord-Ouest incluant Nunavut","27000"
"Oct-64","Canada","19420000"
"Oct-64","Terre-Neuve-et-Labrador","485000"
"Oct-64","Île-du-Prince-Édouard","109000"
"Oct-64","Nouvelle-Écosse","756000"
"Oct-64","Nouveau-Brunswick","612000"
"Oct-64","Québec","5621000"
"Oct-64","Ontario","6687000"
"Oct-64","Manitoba","961000"
"Oct-64","Saskatchewan","946000"
"Oct-64","Alberta","1436000"
"Oct-64","Colombie-Britannique","1765000"
"Oct-64","Yukon","15000"
"Oct-64","Territoires du Nord-Ouest incluant Nunavut","27000"
"Jan-65","Canada","19501000"
"Jan-65","Terre-Neuve-et-Labrador","485000"
"Jan-65","Île-du-Prince-Édouard","109000"
"Jan-65","Nouvelle-Écosse","755000"
"Jan-65","Nouveau-Brunswick","613000"
"Jan-65","Québec","5644000"
"Jan-65","Ontario","6723000"
"Jan-65","Manitoba","962000"
"Jan-65","Saskatchewan","946000"
"Jan-65","Alberta","1443000"
"Jan-65","Colombie-Britannique","1779000"
"Jan-65","Yukon","15000"
"Jan-65","Territoires du Nord-Ouest incluant Nunavut","27000"
"Apr-65","Canada","19578000"
"Apr-65","Terre-Neuve-et-Labrador","486000"
"Apr-65","Île-du-Prince-Édouard","109000"
"Apr-65","Nouvelle-Écosse","754000"
"Apr-65","Nouveau-Brunswick","614000"
"Apr-65","Québec","5668000"
"Apr-65","Ontario","6758000"
"Apr-65","Manitoba","964000"
"Apr-65","Saskatchewan","948000"
"Apr-65","Alberta","1445000"
"Apr-65","Colombie-Britannique","1790000"
"Apr-65","Yukon","15000"
"Apr-65","Territoires du Nord-Ouest incluant Nunavut","27000"
"Jul-65","Canada","19678000"
"Jul-65","Terre-Neuve-et-Labrador","488000"
"Jul-65","Île-du-Prince-Édouard","109000"
"Jul-65","Nouvelle-Écosse","756000"
"Jul-65","Nouveau-Brunswick","615000"
"Jul-65","Québec","5694000"
"Jul-65","Ontario","6803000"
"Jul-65","Manitoba","965000"
"Jul-65","Saskatchewan","951000"
"Jul-65","Alberta","1451000"
"Jul-65","Colombie-Britannique","1804000"
"Jul-65","Yukon","14000"
"Jul-65","Territoires du Nord-Ouest incluant Nunavut","28000"
"Oct-65","Canada","19777000"
"Oct-65","Terre-Neuve-et-Labrador","489000"
"Oct-65","Île-du-Prince-Édouard","109000"
"Oct-65","Nouvelle-Écosse","755000"
"Oct-65","Nouveau-Brunswick","616000"
"Oct-65","Québec","5720000"
"Oct-65","Ontario","6849000"
"Oct-65","Manitoba","963000"
"Oct-65","Saskatchewan","953000"
"Oct-65","Alberta","1453000"
"Oct-65","Colombie-Britannique","1827000"
"Oct-65","Yukon","15000"
"Oct-65","Territoires du Nord-Ouest incluant Nunavut","28000"
"Jan-66","Canada","19857000"
"Jan-66","Terre-Neuve-et-Labrador","490000"
"Jan-66","Île-du-Prince-Édouard","108000"
"Jan-66","Nouvelle-Écosse","754000"
"Jan-66","Nouveau-Brunswick","616000"
"Jan-66","Québec","5740000"
"Jan-66","Ontario","6888000"
"Jan-66","Manitoba","962000"
"Jan-66","Saskatchewan","952000"
"Jan-66","Alberta","1456000"
"Jan-66","Colombie-Britannique","1848000"
"Jan-66","Yukon","15000"
"Jan-66","Territoires du Nord-Ouest incluant Nunavut","28000"
"Apr-66","Canada","19939000"
"Apr-66","Terre-Neuve-et-Labrador","492000"
"Apr-66","Île-du-Prince-Édouard","108000"
"Apr-66","Nouvelle-Écosse","755000"
"Apr-66","Nouveau-Brunswick","616000"
"Apr-66","Québec","5762000"
"Apr-66","Ontario","6926000"
"Apr-66","Manitoba","963000"
"Apr-66","Saskatchewan","954000"
"Apr-66","Alberta","1459000"
"Apr-66","Colombie-Britannique","1862000"
"Apr-66","Yukon","14000"
"Apr-66","Territoires du Nord-Ouest incluant Nunavut","28000"
"Jul-66","Canada","20048000"
"Jul-66","Terre-Neuve-et-Labrador","494000"
"Jul-66","Île-du-Prince-Édouard","109000"
"Jul-66","Nouvelle-Écosse","757000"
"Jul-66","Nouveau-Brunswick","617000"
"Jul-66","Québec","5787000"
"Jul-66","Ontario","6977000"
"Jul-66","Manitoba","963000"
"Jul-66","Saskatchewan","956000"
"Jul-66","Alberta","1465000"
"Jul-66","Colombie-Britannique","1880000"
"Jul-66","Yukon","14000"
"Jul-66","Territoires du Nord-Ouest incluant Nunavut","29000"
"Oct-66","Canada","20146000"
"Oct-66","Terre-Neuve-et-Labrador","496000"
"Oct-66","Île-du-Prince-Édouard","109000"
"Oct-66","Nouvelle-Écosse","756000"
"Oct-66","Nouveau-Brunswick","617000"
"Oct-66","Québec","5808000"
"Oct-66","Ontario","7025000"
"Oct-66","Manitoba","959000"
"Oct-66","Saskatchewan","957000"
"Oct-66","Alberta","1470000"
"Oct-66","Colombie-Britannique","1905000"
"Oct-66","Yukon","15000"
"Oct-66","Territoires du Nord-Ouest incluant Nunavut","29000"
"Jan-67","Canada","20228000"
"Jan-67","Terre-Neuve-et-Labrador","496000"
"Jan-67","Île-du-Prince-Édouard","109000"
"Jan-67","Nouvelle-Écosse","757000"
"Jan-67","Nouveau-Brunswick","618000"
"Jan-67","Québec","5826000"
"Jan-67","Ontario","7063000"
"Jan-67","Manitoba","958000"
"Jan-67","Saskatchewan","955000"
"Jan-67","Alberta","1476000"
"Jan-67","Colombie-Britannique","1926000"
"Jan-67","Yukon","15000"
"Jan-67","Territoires du Nord-Ouest incluant Nunavut","29000"
"Apr-67","Canada","20306000"
"Apr-67","Terre-Neuve-et-Labrador","498000"
"Apr-67","Île-du-Prince-Édouard","109000"
"Apr-67","Nouvelle-Écosse","758000"
"Apr-67","Nouveau-Brunswick","619000"
"Apr-67","Québec","5846000"
"Apr-67","Ontario","7096000"
"Apr-67","Manitoba","961000"
"Apr-67","Saskatchewan","955000"
"Apr-67","Alberta","1483000"
"Apr-67","Colombie-Britannique","1937000"
"Apr-67","Yukon","15000"
"Apr-67","Territoires du Nord-Ouest incluant Nunavut","29000"
"Jul-67","Canada","20412000"
"Jul-67","Terre-Neuve-et-Labrador","500000"
"Jul-67","Île-du-Prince-Édouard","109000"
"Jul-67","Nouvelle-Écosse","761000"
"Jul-67","Nouveau-Brunswick","621000"
"Jul-67","Québec","5870000"
"Jul-67","Ontario","7142000"
"Jul-67","Manitoba","964000"
"Jul-67","Saskatchewan","958000"
"Jul-67","Alberta","1493000"
"Jul-67","Colombie-Britannique","1950000"
"Jul-67","Yukon","15000"
"Jul-67","Territoires du Nord-Ouest incluant Nunavut","29000"
"Oct-67","Canada","20509000"
"Oct-67","Terre-Neuve-et-Labrador","502000"
"Oct-67","Île-du-Prince-Édouard","109000"
"Oct-67","Nouvelle-Écosse","762000"
"Oct-67","Nouveau-Brunswick","622000"
"Oct-67","Québec","5888000"
"Oct-67","Ontario","7186000"
"Oct-67","Manitoba","966000"
"Oct-67","Saskatchewan","959000"
"Oct-67","Alberta","1501000"
"Oct-67","Colombie-Britannique","1970000"
"Oct-67","Yukon","15000"
"Oct-67","Territoires du Nord-Ouest incluant Nunavut","29000"
"Jan-68","Canada","20581000"
"Jan-68","Terre-Neuve-et-Labrador","503000"
"Jan-68","Île-du-Prince-Édouard","110000"
"Jan-68","Nouvelle-Écosse","764000"
"Jan-68","Nouveau-Brunswick","623000"
"Jan-68","Québec","5902000"
"Jan-68","Ontario","7213000"
"Jan-68","Manitoba","966000"
"Jan-68","Saskatchewan","957000"
"Jan-68","Alberta","1510000"
"Jan-68","Colombie-Britannique","1988000"
"Jan-68","Yukon","15000"
"Jan-68","Territoires du Nord-Ouest incluant Nunavut","30000"
"Apr-68","Canada","20644000"
"Apr-68","Terre-Neuve-et-Labrador","505000"
"Apr-68","Île-du-Prince-Édouard","110000"
"Apr-68","Nouvelle-Écosse","765000"
"Apr-68","Nouveau-Brunswick","624000"
"Apr-68","Québec","5916000"
"Apr-68","Ontario","7238000"
"Apr-68","Manitoba","968000"
"Apr-68","Saskatchewan","959000"
"Apr-68","Alberta","1518000"
"Apr-68","Colombie-Britannique","1996000"
"Apr-68","Yukon","15000"
"Apr-68","Territoires du Nord-Ouest incluant Nunavut","30000"
"Jul-68","Canada","20729000"
"Jul-68","Terre-Neuve-et-Labrador","507000"
"Jul-68","Île-du-Prince-Édouard","110000"
"Jul-68","Nouvelle-Écosse","768000"
"Jul-68","Nouveau-Brunswick","626000"
"Jul-68","Québec","5931000"
"Jul-68","Ontario","7275000"
"Jul-68","Manitoba","972000"
"Jul-68","Saskatchewan","961000"
"Jul-68","Alberta","1527000"
"Jul-68","Colombie-Britannique","2006000"
"Jul-68","Yukon","16000"
"Jul-68","Territoires du Nord-Ouest incluant Nunavut","30000"
"Oct-68","Canada","20814000"
"Oct-68","Terre-Neuve-et-Labrador","509000"
"Oct-68","Île-du-Prince-Édouard","111000"
"Oct-68","Nouvelle-Écosse","771000"
"Oct-68","Nouveau-Brunswick","628000"
"Oct-68","Québec","5949000"
"Oct-68","Ontario","7305000"
"Oct-68","Manitoba","974000"
"Oct-68","Saskatchewan","962000"
"Oct-68","Alberta","1536000"
"Oct-68","Colombie-Britannique","2023000"
"Oct-68","Yukon","16000"
"Oct-68","Territoires du Nord-Ouest incluant Nunavut","30000"
"Jan-69","Canada","20888000"
"Jan-69","Terre-Neuve-et-Labrador","511000"
"Jan-69","Île-du-Prince-Édouard","111000"
"Jan-69","Nouvelle-Écosse","771000"
"Jan-69","Nouveau-Brunswick","627000"
"Jan-69","Québec","5961000"
"Jan-69","Ontario","7338000"
"Jan-69","Manitoba","975000"
"Jan-69","Saskatchewan","959000"
"Jan-69","Alberta","1546000"
"Jan-69","Colombie-Britannique","2042000"
"Jan-69","Yukon","16000"
"Jan-69","Territoires du Nord-Ouest incluant Nunavut","31000"
"Apr-69","Canada","20950000"
"Apr-69","Terre-Neuve-et-Labrador","513000"
"Apr-69","Île-du-Prince-Édouard","111000"
"Apr-69","Nouvelle-Écosse","774000"
"Apr-69","Nouveau-Brunswick","627000"
"Apr-69","Québec","5975000"
"Apr-69","Ontario","7362000"
"Apr-69","Manitoba","977000"
"Apr-69","Saskatchewan","959000"
"Apr-69","Alberta","1553000"
"Apr-69","Colombie-Britannique","2052000"
"Apr-69","Yukon","16000"
"Apr-69","Territoires du Nord-Ouest incluant Nunavut","31000"
"Jul-69","Canada","21028000"
"Jul-69","Terre-Neuve-et-Labrador","515000"
"Jul-69","Île-du-Prince-Édouard","111000"
"Jul-69","Nouvelle-Écosse","777000"
"Jul-69","Nouveau-Brunswick","628000"
"Jul-69","Québec","5987000"
"Jul-69","Ontario","7399000"
"Jul-69","Manitoba","979000"
"Jul-69","Saskatchewan","958000"
"Jul-69","Alberta","1562000"
"Jul-69","Colombie-Britannique","2065000"
"Jul-69","Yukon","16000"
"Jul-69","Territoires du Nord-Ouest incluant Nunavut","31000"
"Oct-69","Canada","21111000"
"Oct-69","Terre-Neuve-et-Labrador","516000"
"Oct-69","Île-du-Prince-Édouard","111000"
"Oct-69","Nouvelle-Écosse","778000"
"Oct-69","Nouveau-Brunswick","628000"
"Oct-69","Québec","6001000"
"Oct-69","Ontario","7442000"
"Oct-69","Manitoba","979000"
"Oct-69","Saskatchewan","955000"
"Oct-69","Alberta","1571000"
"Oct-69","Colombie-Britannique","2082000"
"Oct-69","Yukon","16000"
"Oct-69","Territoires du Nord-Ouest incluant Nunavut","32000"
"Jan-70","Canada","21182000"
"Jan-70","Terre-Neuve-et-Labrador","516000"
"Jan-70","Île-du-Prince-Édouard","110000"
"Jan-70","Nouvelle-Écosse","779000"
"Jan-70","Nouveau-Brunswick","625000"
"Jan-70","Québec","6002000"
"Jan-70","Ontario","7488000"
"Jan-70","Manitoba","979000"
"Jan-70","Saskatchewan","948000"
"Jan-70","Alberta","1579000"
"Jan-70","Colombie-Britannique","2107000"
"Jan-70","Yukon","17000"
"Jan-70","Territoires du Nord-Ouest incluant Nunavut","32000"
"Apr-70","Canada","21244000"
"Apr-70","Terre-Neuve-et-Labrador","516000"
"Apr-70","Île-du-Prince-Édouard","110000"
"Apr-70","Nouvelle-Écosse","780000"
"Apr-70","Nouveau-Brunswick","626000"
"Apr-70","Québec","6005000"
"Apr-70","Ontario","7528000"
"Apr-70","Manitoba","981000"
"Apr-70","Saskatchewan","942000"
"Apr-70","Alberta","1589000"
"Apr-70","Colombie-Britannique","2118000"
"Apr-70","Yukon","17000"
"Apr-70","Territoires du Nord-Ouest incluant Nunavut","32000"
"Jul-70","Canada","21324000"
"Jul-70","Terre-Neuve-et-Labrador","518000"
"Jul-70","Île-du-Prince-Édouard","110000"
"Jul-70","Nouvelle-Écosse","783000"
"Jul-70","Nouveau-Brunswick","628000"
"Jul-70","Québec","6015000"
"Jul-70","Ontario","7566000"
"Jul-70","Manitoba","983000"
"Jul-70","Saskatchewan","940000"
"Jul-70","Alberta","1597000"
"Jul-70","Colombie-Britannique","2134000"
"Jul-70","Yukon","17000"
"Jul-70","Territoires du Nord-Ouest incluant Nunavut","33000"
"Oct-70","Canada","21400000"
"Oct-70","Terre-Neuve-et-Labrador","519000"
"Oct-70","Île-du-Prince-Édouard","111000"
"Oct-70","Nouvelle-Écosse","784000"
"Oct-70","Nouveau-Brunswick","628000"
"Oct-70","Québec","6021000"
"Oct-70","Ontario","7613000"
"Oct-70","Manitoba","982000"
"Oct-70","Saskatchewan","933000"
"Oct-70","Alberta","1607000"
"Oct-70","Colombie-Britannique","2152000"
"Oct-70","Yukon","17000"
"Oct-70","Territoires du Nord-Ouest incluant Nunavut","33000"
"Jan-71","Canada","21465000"
"Jan-71","Terre-Neuve-et-Labrador","519000"
"Jan-71","Île-du-Prince-Édouard","111000"
"Jan-71","Nouvelle-Écosse","785000"
"Jan-71","Nouveau-Brunswick","630000"
"Jan-71","Québec","6017000"
"Jan-71","Ontario","7656000"
"Jan-71","Manitoba","984000"
"Jan-71","Saskatchewan","927000"
"Jan-71","Alberta","1616000"
"Jan-71","Colombie-Britannique","2168000"
"Jan-71","Yukon","18000"
"Jan-71","Territoires du Nord-Ouest incluant Nunavut","34000"
"Apr-71","Canada","21523000"
"Apr-71","Terre-Neuve-et-Labrador","521000"
"Apr-71","Île-du-Prince-Édouard","111000"
"Apr-71","Nouvelle-Écosse","788000"
"Apr-71","Nouveau-Brunswick","633000"
"Apr-71","Québec","6022000"
"Apr-71","Ontario","7683000"
"Apr-71","Manitoba","986000"
"Apr-71","Saskatchewan","926000"
"Apr-71","Alberta","1623000"
"Apr-71","Colombie-Britannique","2178000"
"Apr-71","Yukon","18000"
"Apr-71","Territoires du Nord-Ouest incluant Nunavut","34000"
"Jul-71","Canada","21962032"
"Jul-71","Terre-Neuve-et-Labrador","530854"
"Jul-71","Île-du-Prince-Édouard","112591"
"Jul-71","Nouvelle-Écosse","797294"
"Jul-71","Nouveau-Brunswick","642471"
"Jul-71","Québec","6137305"
"Jul-71","Ontario","7849027"
"Jul-71","Manitoba","998876"
"Jul-71","Saskatchewan","932038"
"Jul-71","Alberta","1665717"
"Jul-71","Colombie-Britannique","2240470"
"Jul-71","Yukon","18991"
"Jul-71","Territoires du Nord-Ouest incluant Nunavut","36398"
"Oct-71","Canada","22039243"
"Oct-71","Terre-Neuve-et-Labrador","534471"
"Oct-71","Île-du-Prince-Édouard","112874"
"Oct-71","Nouvelle-Écosse","798804"
"Oct-71","Nouveau-Brunswick","644717"
"Oct-71","Québec","6148121"
"Oct-71","Ontario","7882241"
"Oct-71","Manitoba","998957"
"Oct-71","Saskatchewan","928061"
"Oct-71","Alberta","1675638"
"Oct-71","Colombie-Britannique","2258651"
"Oct-71","Yukon","19462"
"Oct-71","Territoires du Nord-Ouest incluant Nunavut","37246"
"Jan-72","Canada","22092498"
"Jan-72","Terre-Neuve-et-Labrador","535736"
"Jan-72","Île-du-Prince-Édouard","112964"
"Jan-72","Nouvelle-Écosse","800513"
"Jan-72","Nouveau-Brunswick","646337"
"Jan-72","Québec","6152950"
"Jan-72","Ontario","7906337"
"Jan-72","Manitoba","998910"
"Jan-72","Saskatchewan","923123"
"Jan-72","Alberta","1679985"
"Jan-72","Colombie-Britannique","2278085"
"Jan-72","Yukon","19723"
"Jan-72","Territoires du Nord-Ouest incluant Nunavut","37835"
"Apr-72","Canada","22148919"
"Apr-72","Terre-Neuve-et-Labrador","537368"
"Apr-72","Île-du-Prince-Édouard","113314"
"Apr-72","Nouvelle-Écosse","800542"
"Apr-72","Nouveau-Brunswick","648056"
"Apr-72","Québec","6165470"
"Apr-72","Ontario","7927220"
"Apr-72","Manitoba","1000104"
"Apr-72","Saskatchewan","921306"
"Apr-72","Alberta","1686758"
"Apr-72","Colombie-Britannique","2290667"
"Apr-72","Yukon","19859"
"Apr-72","Territoires du Nord-Ouest incluant Nunavut","38255"
"Jul-72","Canada","22218463"
"Jul-72","Terre-Neuve-et-Labrador","539124"
"Jul-72","Île-du-Prince-Édouard","113460"
"Jul-72","Nouvelle-Écosse","802255"
"Jul-72","Nouveau-Brunswick","648769"
"Jul-72","Québec","6174216"
"Jul-72","Ontario","7963117"
"Jul-72","Manitoba","1001652"
"Jul-72","Saskatchewan","920780"
"Jul-72","Alberta","1694090"
"Jul-72","Colombie-Britannique","2302086"
"Jul-72","Yukon","20143"
"Jul-72","Territoires du Nord-Ouest incluant Nunavut","38771"
"Oct-72","Canada","22288499"
"Oct-72","Terre-Neuve-et-Labrador","541472"
"Oct-72","Île-du-Prince-Édouard","113960"
"Oct-72","Nouvelle-Écosse","805317"
"Oct-72","Nouveau-Brunswick","651182"
"Oct-72","Québec","6182065"
"Oct-72","Ontario","7992037"
"Oct-72","Manitoba","1001682"
"Oct-72","Saskatchewan","916659"
"Oct-72","Alberta","1705519"
"Oct-72","Colombie-Britannique","2318552"
"Oct-72","Yukon","20570"
"Oct-72","Territoires du Nord-Ouest incluant Nunavut","39484"
"Jan-73","Canada","22347459"
"Jan-73","Terre-Neuve-et-Labrador","542983"
"Jan-73","Île-du-Prince-Édouard","114276"
"Jan-73","Nouvelle-Écosse","808614"
"Jan-73","Nouveau-Brunswick","652497"
"Jan-73","Québec","6189678"
"Jan-73","Ontario","8013391"
"Jan-73","Manitoba","1002589"
"Jan-73","Saskatchewan","913591"
"Jan-73","Alberta","1710866"
"Jan-73","Colombie-Britannique","2338148"
"Jan-73","Yukon","20813"
"Jan-73","Territoires du Nord-Ouest incluant Nunavut","40013"
"Apr-73","Canada","22405392"
"Apr-73","Terre-Neuve-et-Labrador","544026"
"Apr-73","Île-du-Prince-Édouard","114437"
"Apr-73","Nouvelle-Écosse","809697"
"Apr-73","Nouveau-Brunswick","655725"
"Apr-73","Québec","6199080"
"Apr-73","Ontario","8035129"
"Apr-73","Manitoba","1005005"
"Apr-73","Saskatchewan","912191"
"Apr-73","Alberta","1717910"
"Apr-73","Colombie-Britannique","2350837"
"Apr-73","Yukon","20968"
"Apr-73","Territoires du Nord-Ouest incluant Nunavut","40387"
"Jul-73","Canada","22491777"
"Jul-73","Terre-Neuve-et-Labrador","545561"
"Jul-73","Île-du-Prince-Édouard","114620"
"Jul-73","Nouvelle-Écosse","812386"
"Jul-73","Nouveau-Brunswick","656720"
"Jul-73","Québec","6213149"
"Jul-73","Ontario","8075547"
"Jul-73","Manitoba","1007358"
"Jul-73","Saskatchewan","911937"
"Jul-73","Alberta","1725327"
"Jul-73","Colombie-Britannique","2367271"
"Jul-73","Yukon","21148"
"Jul-73","Territoires du Nord-Ouest incluant Nunavut","40753"
"Oct-73","Canada","22570338"
"Oct-73","Terre-Neuve-et-Labrador","546717"
"Oct-73","Île-du-Prince-Édouard","114944"
"Oct-73","Nouvelle-Écosse","814351"
"Oct-73","Nouveau-Brunswick","658693"
"Oct-73","Québec","6227045"
"Oct-73","Ontario","8107108"
"Oct-73","Manitoba","1008908"
"Oct-73","Saskatchewan","908856"
"Oct-73","Alberta","1735396"
"Oct-73","Colombie-Britannique","2386932"
"Oct-73","Yukon","20874"
"Oct-73","Territoires du Nord-Ouest incluant Nunavut","40514"
"Jan-74","Canada","22649538"
"Jan-74","Terre-Neuve-et-Labrador","547107"
"Jan-74","Île-du-Prince-Édouard","115189"
"Jan-74","Nouvelle-Écosse","816353"
"Jan-74","Nouveau-Brunswick","661016"
"Jan-74","Québec","6238468"
"Jan-74","Ontario","8139808"
"Jan-74","Manitoba","1012378"
"Jan-74","Saskatchewan","907546"
"Jan-74","Alberta","1739942"
"Jan-74","Colombie-Britannique","2409913"
"Jan-74","Yukon","20973"
"Jan-74","Territoires du Nord-Ouest incluant Nunavut","40845"
"Apr-74","Canada","22723274"
"Apr-74","Terre-Neuve-et-Labrador","547385"
"Apr-74","Île-du-Prince-Édouard","115566"
"Apr-74","Nouvelle-Écosse","816688"
"Apr-74","Nouveau-Brunswick","662560"
"Apr-74","Québec","6251741"
"Apr-74","Ontario","8172562"
"Apr-74","Manitoba","1015368"
"Apr-74","Saskatchewan","907748"
"Apr-74","Alberta","1746975"
"Apr-74","Colombie-Britannique","2424995"
"Apr-74","Yukon","20895"
"Apr-74","Territoires du Nord-Ouest incluant Nunavut","40791"
"Jul-74","Canada","22807969"
"Jul-74","Terre-Neuve-et-Labrador","549604"
"Jul-74","Île-du-Prince-Édouard","115962"
"Jul-74","Nouvelle-Écosse","818751"
"Jul-74","Nouveau-Brunswick","664744"
"Jul-74","Québec","6268571"
"Jul-74","Ontario","8204275"
"Jul-74","Manitoba","1018206"
"Jul-74","Saskatchewan","908457"
"Jul-74","Alberta","1754621"
"Jul-74","Colombie-Britannique","2442578"
"Jul-74","Yukon","21069"
"Jul-74","Territoires du Nord-Ouest incluant Nunavut","41131"
"Oct-74","Canada","22907390"
"Oct-74","Terre-Neuve-et-Labrador","551508"
"Oct-74","Île-du-Prince-Édouard","116401"
"Oct-74","Nouvelle-Écosse","821251"
"Oct-74","Nouveau-Brunswick","669506"
"Oct-74","Québec","6286708"
"Oct-74","Ontario","8240114"
"Oct-74","Manitoba","1018954"
"Oct-74","Saskatchewan","908714"
"Oct-74","Alberta","1769880"
"Oct-74","Colombie-Britannique","2461396"
"Oct-74","Yukon","21335"
"Oct-74","Territoires du Nord-Ouest incluant Nunavut","41623"
"Jan-75","Canada","22979190"
"Jan-75","Terre-Neuve-et-Labrador","552812"
"Jan-75","Île-du-Prince-Édouard","117031"
"Jan-75","Nouvelle-Écosse","823084"
"Jan-75","Nouveau-Brunswick","671135"
"Jan-75","Québec","6299783"
"Jan-75","Ontario","8260161"
"Jan-75","Manitoba","1019529"
"Jan-75","Saskatchewan","910276"
"Jan-75","Alberta","1782575"
"Jan-75","Colombie-Britannique","2479085"
"Jan-75","Yukon","21580"
"Jan-75","Territoires du Nord-Ouest incluant Nunavut","42139"
"Apr-75","Canada","23048990"
"Apr-75","Terre-Neuve-et-Labrador","554166"
"Apr-75","Île-du-Prince-Édouard","117316"
"Apr-75","Nouvelle-Écosse","824791"
"Apr-75","Nouveau-Brunswick","673918"
"Apr-75","Québec","6310999"
"Apr-75","Ontario","8284503"
"Apr-75","Manitoba","1021824"
"Apr-75","Saskatchewan","913118"
"Apr-75","Alberta","1795097"
"Apr-75","Colombie-Britannique","2489116"
"Apr-75","Yukon","21692"
"Apr-75","Territoires du Nord-Ouest incluant Nunavut","42450"
"Jul-75","Canada","23143275"
"Jul-75","Terre-Neuve-et-Labrador","556496"
"Jul-75","Île-du-Prince-Édouard","117724"
"Jul-75","Nouvelle-Écosse","826549"
"Jul-75","Nouveau-Brunswick","677008"
"Jul-75","Québec","6330303"
"Jul-75","Ontario","8319795"
"Jul-75","Manitoba","1024975"
"Jul-75","Saskatchewan","917415"
"Jul-75","Alberta","1808689"
"Jul-75","Colombie-Britannique","2499564"
"Jul-75","Yukon","21908"
"Jul-75","Territoires du Nord-Ouest incluant Nunavut","42849"
"Oct-75","Canada","23240585"
"Oct-75","Terre-Neuve-et-Labrador","558900"
"Oct-75","Île-du-Prince-Édouard","118009"
"Oct-75","Nouvelle-Écosse","830351"
"Oct-75","Nouveau-Brunswick","682086"
"Oct-75","Québec","6348244"
"Oct-75","Ontario","8352911"
"Oct-75","Manitoba","1026093"
"Oct-75","Saskatchewan","922468"
"Oct-75","Alberta","1825051"
"Oct-75","Colombie-Britannique","2510751"
"Oct-75","Yukon","22214"
"Oct-75","Territoires du Nord-Ouest incluant Nunavut","43507"
"Jan-76","Canada","23304197"
"Jan-76","Terre-Neuve-et-Labrador","560024"
"Jan-76","Île-du-Prince-Édouard","118264"
"Jan-76","Nouvelle-Écosse","832765"
"Jan-76","Nouveau-Brunswick","685155"
"Jan-76","Québec","6362125"
"Jan-76","Ontario","8366498"
"Jan-76","Manitoba","1028134"
"Jan-76","Saskatchewan","925570"
"Jan-76","Alberta","1839191"
"Jan-76","Colombie-Britannique","2520425"
"Jan-76","Yukon","22259"
"Jan-76","Territoires du Nord-Ouest incluant Nunavut","43787"
"Apr-76","Canada","23369845"
"Apr-76","Terre-Neuve-et-Labrador","560856"
"Apr-76","Île-du-Prince-Édouard","118298"
"Apr-76","Nouvelle-Écosse","833741"
"Apr-76","Nouveau-Brunswick","687521"
"Apr-76","Québec","6377976"
"Apr-76","Ontario","8387985"
"Apr-76","Manitoba","1030093"
"Apr-76","Saskatchewan","928697"
"Apr-76","Alberta","1852651"
"Apr-76","Colombie-Britannique","2525812"
"Apr-76","Yukon","22263"
"Apr-76","Territoires du Nord-Ouest incluant Nunavut","43952"
"Jul-76","Canada","23449808"
"Jul-76","Terre-Neuve-et-Labrador","562639"
"Jul-76","Île-du-Prince-Édouard","118648"
"Jul-76","Nouvelle-Écosse","835166"
"Jul-76","Nouveau-Brunswick","689494"
"Jul-76","Québec","6396761"
"Jul-76","Ontario","8413779"
"Jul-76","Manitoba","1031758"
"Jul-76","Saskatchewan","931612"
"Jul-76","Alberta","1869287"
"Jul-76","Colombie-Britannique","2533899"
"Jul-76","Yukon","22441"
"Jul-76","Territoires du Nord-Ouest incluant Nunavut","44324"
"Oct-76","Canada","23533565"
